language_pair,split,source_lang,target_lang,source_text,target_text
Tagalog-Kapampangan,train,Filipino,Kapampangan,Anong nangyari,Nanung milyari
Tagalog-Kapampangan,train,Filipino,Kapampangan,Hindi ako sang ayon,Eku ku sang-ayun
Tagalog-Kapampangan,train,Filipino,Kapampangan,galit,mimwa
Tagalog-Kapampangan,train,Filipino,Kapampangan,labing isa,apulu at metung
Tagalog-Kapampangan,train,Filipino,Kapampangan,Magandang hapon,Mayap a gatpanapun
Tagalog-Kapampangan,train,Filipino,Kapampangan,Pamilya,Pamilya
Tagalog-Kapampangan,train,Filipino,Kapampangan,kilig,kilig
Tagalog-Kapampangan,train,Filipino,Kapampangan,inis,mingisis
Tagalog-Kapampangan,train,Filipino,Kapampangan,Pebrero,Pebrero
Tagalog-Kapampangan,train,Filipino,Kapampangan,Magkano,Magkanu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Hindi ko alam,Eku ku balu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Oo,Awa
Tagalog-Kapampangan,train,Filipino,Kapampangan,P,P
Tagalog-Kapampangan,train,Filipino,Kapampangan,kaba,karug
Tagalog-Kapampangan,train,Filipino,Kapampangan,Bata,Anak
Tagalog-Kapampangan,train,Filipino,Kapampangan,W,W
Tagalog-Kapampangan,train,Filipino,Kapampangan,Paalam,Pañapani
Tagalog-Kapampangan,train,Filipino,Kapampangan,Oktubre,Oktubre
Tagalog-Kapampangan,train,Filipino,Kapampangan,Sino,Ninu
Tagalog-Kapampangan,train,Filipino,Kapampangan,I,I
Tagalog-Kapampangan,train,Filipino,Kapampangan,Pinsan,Pisan
Tagalog-Kapampangan,train,Filipino,Kapampangan,C,C
Tagalog-Kapampangan,train,Filipino,Kapampangan,Saan,Nokarin
Tagalog-Kapampangan,train,Filipino,Kapampangan,Sang ayon ako,Sang-ayun ku
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ayos ka lang,Ayus kamo
Tagalog-Kapampangan,train,Filipino,Kapampangan,Pamangkin Na Lalaki,Pangunakan A Lalaki
Tagalog-Kapampangan,train,Filipino,Kapampangan,Lunes,Lunes
Tagalog-Kapampangan,train,Filipino,Kapampangan,Alam ko,Balu ku
Tagalog-Kapampangan,train,Filipino,Kapampangan,tatlo,atlu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ilang taon ka na,Pilan nakang banwa
Tagalog-Kapampangan,train,Filipino,Kapampangan,Anong ginagawa mo,Nanu ing gagawan mu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Pakiusap,Makisabi
Tagalog-Kapampangan,train,Filipino,Kapampangan,Lalaki,Lalaki
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ano,Nanu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Pakiulit,Pakiulit pin
Tagalog-Kapampangan,train,Filipino,Kapampangan,anim,anam
Tagalog-Kapampangan,train,Filipino,Kapampangan,sabik,sabik
Tagalog-Kapampangan,train,Filipino,Kapampangan,X,X
Tagalog-Kapampangan,train,Filipino,Kapampangan,Maligayang Anibersaryo,Masayang Anibersaryo
Tagalog-Kapampangan,train,Filipino,Kapampangan,Saan ka nagmula,Taga nokarin ka
Tagalog-Kapampangan,train,Filipino,Kapampangan,Magandang gabi,Mayap a bengi
Tagalog-Kapampangan,train,Filipino,Kapampangan,Paano,Makananu
Tagalog-Kapampangan,train,Filipino,Kapampangan,K,K
Tagalog-Kapampangan,train,Filipino,Kapampangan,Hindi ko naiintindihan,Eku ku ayntindyan
Tagalog-Kapampangan,train,Filipino,Kapampangan,Buntis,Manbuktut
Tagalog-Kapampangan,train,Filipino,Kapampangan,animnapu,anam a pulu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Pagbati,Pagbati
Tagalog-Kapampangan,train,Filipino,Kapampangan,Abril,Abril
Tagalog-Kapampangan,train,Filipino,Kapampangan,Masayang makikila ka,Masaya kung akilala daka
Tagalog-Kapampangan,train,Filipino,Kapampangan,Setyembre,Setyembre
Tagalog-Kapampangan,train,Filipino,Kapampangan,Hindi ko gusto,Eku ku buri
Tagalog-Kapampangan,train,Filipino,Kapampangan,Saan ka nakatira,Nokarin ka makatuknang
Tagalog-Kapampangan,train,Filipino,Kapampangan,Enero,Enero
Tagalog-Kapampangan,train,Filipino,Kapampangan,Walang problema,Alang problema
Tagalog-Kapampangan,train,Filipino,Kapampangan,Linggo,Duminggu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ako ay bingi,bingi ku
Tagalog-Kapampangan,train,Filipino,Kapampangan,U,U
Tagalog-Kapampangan,train,Filipino,Kapampangan,Maligayang Pasko,Maligayang Pasku
Tagalog-Kapampangan,train,Filipino,Kapampangan,nag-iisa,magdili-dili
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ano ang pangalan mo,Nanu ing lagyu mu
Tagalog-Kapampangan,train,Filipino,Kapampangan,pagod,pagal
Tagalog-Kapampangan,train,Filipino,Kapampangan,labing lima,apulu at lima
Tagalog-Kapampangan,train,Filipino,Kapampangan,gutom,maranup
Tagalog-Kapampangan,train,Filipino,Kapampangan,Paumanhin,Pasensya na
Tagalog-Kapampangan,train,Filipino,Kapampangan,Nobya,Tawu
Tagalog-Kapampangan,train,Filipino,Kapampangan,E,E
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ang pangalan ko,Ing lagyu ku
Tagalog-Kapampangan,train,Filipino,Kapampangan,labing tatlo,apulu at atlu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Huwebes,Huwebes
Tagalog-Kapampangan,train,Filipino,Kapampangan,L,L
Tagalog-Kapampangan,train,Filipino,Kapampangan,Gusto ko,Buri ke
Tagalog-Kapampangan,train,Filipino,Kapampangan,Nanay,Ima
Tagalog-Kapampangan,train,Filipino,Kapampangan,pag aalala,migaganaka
Tagalog-Kapampangan,train,Filipino,Kapampangan,Tatay,Tatang
Tagalog-Kapampangan,train,Filipino,Kapampangan,NG,NG
Tagalog-Kapampangan,train,Filipino,Kapampangan,Magandang umaga,Mayap a abak
Tagalog-Kapampangan,train,Filipino,Kapampangan,gulat,mebigla
Tagalog-Kapampangan,train,Filipino,Kapampangan,G,G
Tagalog-Kapampangan,train,Filipino,Kapampangan,labing apat,apulu at apat
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ate,Atsi
Tagalog-Kapampangan,train,Filipino,Kapampangan,Naiintindihan mo ba,Ayntindyan mu ba
Tagalog-Kapampangan,train,Filipino,Kapampangan,Gusto kita,Buri daka
Tagalog-Kapampangan,train,Filipino,Kapampangan,Z,Z
Tagalog-Kapampangan,train,Filipino,Kapampangan,tatlumpu,talupu
Tagalog-Kapampangan,train,Filipino,Kapampangan,dalawa,adwa
Tagalog-Kapampangan,train,Filipino,Kapampangan,Mahal kita,Kaluguran daka
Tagalog-Kapampangan,train,Filipino,Kapampangan,apatnapu,apat a pulu
Tagalog-Kapampangan,train,Filipino,Kapampangan,R,R
Tagalog-Kapampangan,train,Filipino,Kapampangan,D,D
Tagalog-Kapampangan,train,Filipino,Kapampangan,pito,pitu
Tagalog-Kapampangan,train,Filipino,Kapampangan,selos,mangakilas
Tagalog-Kapampangan,train,Filipino,Kapampangan,Anak Na Babae,Anak A Babai
Tagalog-Kapampangan,train,Filipino,Kapampangan,Martes,Martes
Tagalog-Kapampangan,train,Filipino,Kapampangan,Mabuti naman ako,Masanmetung ku
Tagalog-Kapampangan,train,Filipino,Kapampangan,labing pito,apulu at pitu
Tagalog-Kapampangan,train,Filipino,Kapampangan,gusto,buri
Tagalog-Kapampangan,train,Filipino,Kapampangan,Kasal,Kasal
Tagalog-Kapampangan,train,Filipino,Kapampangan,Nagmula ako,Ibat ku
Tagalog-Kapampangan,train,Filipino,Kapampangan,Kailan,Kapilan
Tagalog-Kapampangan,train,Filipino,Kapampangan,J,J
Tagalog-Kapampangan,train,Filipino,Kapampangan,May sakit ako,Masakit ku
Tagalog-Kapampangan,train,Filipino,Kapampangan,Hunyo,Hunyu
Tagalog-Kapampangan,train,Filipino,Kapampangan,lima,lima
Tagalog-Kapampangan,test,Filipino,Kapampangan,Saan ka papunta,Nokarin ka munta
Tagalog-Kapampangan,test,Filipino,Kapampangan,dalawampu,duplu
Tagalog-Kapampangan,test,Filipino,Kapampangan,Pamangkin Na Babae,Pangunakan A Babai
Tagalog-Kapampangan,test,Filipino,Kapampangan,siyam,siyam
Tagalog-Kapampangan,test,Filipino,Kapampangan,Alin,Sanu
Tagalog-Kapampangan,test,Filipino,Kapampangan,masaya,masaya
Tagalog-Kapampangan,test,Filipino,Kapampangan,labing siyam,apulu at siyam
Tagalog-Kapampangan,test,Filipino,Kapampangan,Salamat,Salamat
Tagalog-Kapampangan,test,Filipino,Kapampangan,F,F
Tagalog-Kapampangan,test,Filipino,Kapampangan,Walang anuman,Alang nanuman
Tagalog-Kapampangan,test,Filipino,Kapampangan,Babae,Babai
Tagalog-Kapampangan,test,Filipino,Kapampangan,H,H
Tagalog-Kapampangan,test,Filipino,Kapampangan,Anak Na Lalaki,Anak A Lalaki
Tagalog-Kapampangan,test,Filipino,Kapampangan,Asawang Babae,Asawang Babai
Tagalog-Kapampangan,test,Filipino,Kapampangan,Disyembre,Disyembre
Tagalog-Kapampangan,test,Filipino,Kapampangan,Ayos lang ako,Okey mu
Tagalog-Kapampangan,test,Filipino,Kapampangan,Bakit,Bakit
Tagalog-Kapampangan,test,Filipino,Kapampangan,Tito,Bapa
Tagalog-Kapampangan,test,Filipino,Kapampangan,S,S
Tagalog-Kapampangan,test,Filipino,Kapampangan,pakiramdam,panamdam
Tagalog-Waray,vocab,Tagalog,Waray,aalis,malakat
Tagalog-Waray,vocab,Tagalog,Waray,abaniko,paypay
Tagalog-Waray,vocab,Tagalog,Waray,abugado,abugado
Tagalog-Waray,vocab,Tagalog,Waray,abo,abo
Tagalog-Waray,vocab,Tagalog,Waray,agahan,pamahaw
Tagalog-Waray,vocab,Tagalog,Waray,ahas,halas
Tagalog-Waray,vocab,Tagalog,Waray,akbay,sangbay
Tagalog-Waray,vocab,Tagalog,Waray,akin,akon
Tagalog-Waray,vocab,Tagalog,Waray,ako,ako
Tagalog-Waray,vocab,Tagalog,Waray,akusa,akusar
Tagalog-Waray,vocab,Tagalog,Waray,alagaan,atamanon
Tagalog-Waray,vocab,Tagalog,Waray,alak,irimnon
Tagalog-Waray,vocab,Tagalog,Waray,alam,maaram
Tagalog-Waray,vocab,Tagalog,Waray,alikabok,taputapo
Tagalog-Waray,vocab,Tagalog,Waray,alila,uripon
Tagalog-Waray,vocab,Tagalog,Waray,alis,lakat
Tagalog-Waray,vocab,Tagalog,Waray,alisin,tanggalon
Tagalog-Waray,vocab,Tagalog,Waray,alon,balud
Tagalog-Waray,vocab,Tagalog,Waray,alupihan,ulalahipan
Tagalog-Waray,vocab,Tagalog,Waray,ama,amay
Tagalog-Waray,vocab,Tagalog,Waray,amin,amon
Tagalog-Waray,vocab,Tagalog,Waray,amo,agaron
Tagalog-Waray,vocab,Tagalog,Waray,anay,anay
Tagalog-Waray,vocab,Tagalog,Waray,anim,unom
Tagalog-Waray,vocab,Tagalog,Waray,anino,lambung
Tagalog-Waray,vocab,Tagalog,Waray,ang,an
Tagalog-Waray,vocab,Tagalog,Waray,angkan,tulin
Tagalog-Waray,vocab,Tagalog,Waray,ano,ano
Tagalog-Waray,vocab,Tagalog,Waray,apat,upat
Tagalog-Waray,vocab,Tagalog,Waray,apoy,kalayo
Tagalog-Waray,vocab,Tagalog,Waray,araw,adlaw
Tagalog-Waray,vocab,Tagalog,Waray,asim,aslom
Tagalog-Waray,vocab,Tagalog,Waray,aso,ayam
Tagalog-Waray,vocab,Tagalog,Waray,asukal,asukar
Tagalog-Waray,vocab,Tagalog,Waray,at,ug
Tagalog-Waray,vocab,Tagalog,Waray,atay,atay
Tagalog-Waray,vocab,Tagalog,Waray,ate,ate
Tagalog-Waray,vocab,Tagalog,Waray,atin,aton
Tagalog-Waray,vocab,Tagalog,Waray,atsay,binata
Tagalog-Waray,vocab,Tagalog,Waray,baba,sulang
Tagalog-Waray,vocab,Tagalog,Waray,babae,babaye
Tagalog-Waray,vocab,Tagalog,Waray,babasagin,maburuong
Tagalog-Waray,vocab,Tagalog,Waray,bading,bayot
Tagalog-Waray,vocab,Tagalog,Waray,bahay,balay
Tagalog-Waray,vocab,Tagalog,Waray,bagang,bag-ang
Tagalog-Waray,vocab,Tagalog,Waray,bagay,butang
Tagalog-Waray,vocab,Tagalog,Waray,bagay,angay
Tagalog-Waray,vocab,Tagalog,Waray,bagoong,ginamos
Tagalog-Waray,vocab,Tagalog,Waray,baitang,hagdan
Tagalog-Waray,vocab,Tagalog,Waray,baka,bangin
Tagalog-Waray,vocab,Tagalog,Waray,bakal,puthaw
Tagalog-Waray,vocab,Tagalog,Waray,bakit,kay ano
Tagalog-Waray,vocab,Tagalog,Waray,balae,balaye
Tagalog-Waray,vocab,Tagalog,Waray,balahibo,barahibo
Tagalog-Waray,vocab,Tagalog,Waray,balat,panit
Tagalog-Waray,vocab,Tagalog,Waray,balbas,barbas
Tagalog-Waray,vocab,Tagalog,Waray,balbon,barbon
Tagalog-Waray,vocab,Tagalog,Waray,balikat,sugbong
Tagalog-Waray,vocab,Tagalog,Waray,baliktad,balikad
Tagalog-Waray,vocab,Tagalog,Waray,balimbing,malimbin
Tagalog-Waray,vocab,Tagalog,Waray,balisong,dipang
Tagalog-Waray,vocab,Tagalog,Waray,baliw,lurong
Tagalog-Waray,vocab,Tagalog,Waray,baluktot,kulubikob
Tagalog-Waray,vocab,Tagalog,Waray,banlag,manukon
Tagalog-Waray,vocab,Tagalog,Waray,banlaw,bulyas
Tagalog-Waray,vocab,Tagalog,Waray,bangka,baluto
Tagalog-Waray,vocab,Tagalog,Waray,baon,balon
Tagalog-Waray,vocab,Tagalog,Waray,barya,sinsilyo
Tagalog-Waray,vocab,Tagalog,Waray,basa,basa
Tagalog-Waray,vocab,Tagalog,Waray,basa,mahulos
Tagalog-Waray,vocab,Tagalog,Waray,basag,buong
Tagalog-Waray,vocab,Tagalog,Waray,basket,basket
Tagalog-Waray,vocab,Tagalog,Waray,bata,bata
Tagalog-Waray,vocab,Tagalog,Waray,batas,balaud
Tagalog-Waray,vocab,Tagalog,Waray,bawang,ahos
Tagalog-Waray,vocab,Tagalog,Waray,bayabas,mayabas
Tagalog-Waray,vocab,Tagalog,Waray,bayad,bayad
Tagalog-Waray,vocab,Tagalog,Waray,bayag,bunay
Tagalog-Waray,vocab,Tagalog,Waray,baywang,hawak
Tagalog-Waray,vocab,Tagalog,Waray,bibig,baba
Tagalog-Waray,vocab,Tagalog,Waray,bigas,bugas
Tagalog-Waray,vocab,Tagalog,Waray,bigat,bug-at
Tagalog-Waray,vocab,Tagalog,Waray,bigay,hatag
Tagalog-Waray,vocab,Tagalog,Waray,bihasa,hiara
Tagalog-Waray,vocab,Tagalog,Waray,biik,pasi
Tagalog-Waray,vocab,Tagalog,Waray,bilang,komo
Tagalog-Waray,vocab,Tagalog,Waray,bilang,ihap
Tagalog-Waray,vocab,Tagalog,Waray,bilangin,ihapon
Tagalog-Waray,vocab,Tagalog,Waray,bilin,tugon
Tagalog-Waray,vocab,Tagalog,Waray,bilog,lidong
Tagalog-Waray,vocab,Tagalog,Waray,biloy,pangandiis
Tagalog-Waray,vocab,Tagalog,Waray,bimpo,labakara
Tagalog-Waray,vocab,Tagalog,Waray,binat,bughat
Tagalog-Waray,vocab,Tagalog,Waray,binata,ulitawo
Tagalog-Waray,vocab,Tagalog,Waray,bintana,bintana
Tagalog-Waray,vocab,Tagalog,Waray,binugbog,ginkastigo
Tagalog-Waray,vocab,Tagalog,Waray,binyag,bunyag
Tagalog-Waray,vocab,Tagalog,Waray,bingi,bungol
Tagalog-Waray,vocab,Tagalog,Waray,bingot,bungi
Tagalog-Waray,vocab,Tagalog,Waray,biro,intrimis
Tagalog-Waray,vocab,Tagalog,Waray,bitak,butak
Tagalog-Waray,vocab,Tagalog,Waray,bituin,bituon
Tagalog-Waray,vocab,Tagalog,Waray,biyenan,ugangan
Tagalog-Waray,vocab,Tagalog,Waray,bobo,bulok
Tagalog-Waray,vocab,Tagalog,Waray,boses,tingog
Tagalog-Waray,vocab,Tagalog,Waray,bote,botelya
Tagalog-Waray,vocab,Tagalog,Waray,braso,butkon
Tagalog-Waray,vocab,Tagalog,Waray,bubong,atup
Tagalog-Waray,vocab,Tagalog,Waray,bugbog-sarado,kastigado
Tagalog-Waray,vocab,Tagalog,Waray,buhangin,baras
Tagalog-Waray,vocab,Tagalog,Waray,buhay,buhi
Tagalog-Waray,vocab,Tagalog,Waray,buhay,kinabuhi
Tagalog-Waray,vocab,Tagalog,Waray,buhok,buhok
Tagalog-Waray,vocab,Tagalog,Waray,bukas,abre
Tagalog-Waray,vocab,Tagalog,Waray,bukid,uma
Tagalog-Waray,vocab,Tagalog,Waray,buko,silot
Tagalog-Waray,vocab,Tagalog,Waray,bulag,buta
Tagalog-Waray,vocab,Tagalog,Waray,bulaklak,bukad
Tagalog-Waray,vocab,Tagalog,Waray,bulati,wati
Tagalog-Waray,vocab,Tagalog,Waray,bulati,uging
Tagalog-Waray,vocab,Tagalog,Waray,bulok,dunot
Tagalog-Waray,vocab,Tagalog,Waray,bulong,huring
Tagalog-Waray,vocab,Tagalog,Waray,bundok,bukid
Tagalog-Waray,vocab,Tagalog,Waray,bunso,pudo
Tagalog-Waray,vocab,Tagalog,Waray,bunga,bunga
Tagalog-Waray,vocab,Tagalog,Waray,buntot,ikog
Tagalog-Waray,vocab,Tagalog,Waray,buo,bug-os
Tagalog-Waray,vocab,Tagalog,Waray,butas,buho
Tagalog-Waray,vocab,Tagalog,Waray,butiki,pinit
Tagalog-Waray,vocab,Tagalog,Waray,butil,tipasi
Tagalog-Waray,vocab,Tagalog,Waray,buto,tul-an
Tagalog-Waray,vocab,Tagalog,Waray,buto,liso
Tagalog-Waray,vocab,Tagalog,Waray,buwan,bulan
Tagalog-Waray,vocab,Tagalog,Waray,buwaya,buaya
Tagalog-Waray,vocab,Tagalog,Waray,char,char
Tagalog-Waray,vocab,Tagalog,Waray,charing,charing
Tagalog-Waray,vocab,Tagalog,Waray,charot,charot
Tagalog-Waray,vocab,Tagalog,Waray,chaka,chaka
Tagalog-Waray,vocab,Tagalog,Waray,chika,chika
Tagalog-Waray,vocab,Tagalog,Waray,chikadora,chikadora
Tagalog-Waray,vocab,Tagalog,Waray,daan,agianan
Tagalog-Waray,vocab,Tagalog,Waray,daga,yatot
Tagalog-Waray,vocab,Tagalog,Waray,dahil,kay
Tagalog-Waray,vocab,Tagalog,Waray,daigdig,kalibutan
Tagalog-Waray,vocab,Tagalog,Waray,dalaga,daraga
Tagalog-Waray,vocab,Tagalog,Waray,dalampasigan,baybayon
Tagalog-Waray,vocab,Tagalog,Waray,dalawa,duha
Tagalog-Waray,vocab,Tagalog,Waray,daliri,tudlo
Tagalog-Waray,vocab,Tagalog,Waray,damit,bado
Tagalog-Waray,vocab,Tagalog,Waray,dapo,hapon
Tagalog-Waray,vocab,Tagalog,Waray,demonyo,manunulay
Tagalog-Waray,vocab,Tagalog,Waray,dibdib,dughan
Tagalog-Waray,vocab,Tagalog,Waray,dighay,dug-ab
Tagalog-Waray,vocab,Tagalog,Waray,diko,ingko
Tagalog-Waray,vocab,Tagalog,Waray,dila,dila
Tagalog-Waray,vocab,Tagalog,Waray,dilaw,dulaw
Tagalog-Waray,vocab,Tagalog,Waray,dito,dinhi
Tagalog-Waray,vocab,Tagalog,Waray,ditse,inse
Tagalog-Waray,vocab,Tagalog,Waray,dingding,bungbong
Tagalog-Waray,vocab,Tagalog,Waray,diyan,dida
Tagalog-Waray,vocab,Tagalog,Waray,diyos,diyos
Tagalog-Waray,vocab,Tagalog,Waray,doon,didto
Tagalog-Waray,vocab,Tagalog,Waray,duktor,duktor
Tagalog-Waray,vocab,Tagalog,Waray,dura,tupra
Tagalog-Waray,vocab,Tagalog,Waray,duwag,matalaw
Tagalog-Waray,vocab,Tagalog,Waray,eroplano,edru
Tagalog-Waray,vocab,Tagalog,Waray,ewan,ambot
Tagalog-Waray,vocab,Tagalog,Waray,gabi,gaway
Tagalog-Waray,vocab,Tagalog,Waray,galaw,gios
Tagalog-Waray,vocab,Tagalog,Waray,galing,tikang
Tagalog-Waray,vocab,Tagalog,Waray,galit,kasina
Tagalog-Waray,vocab,Tagalog,Waray,galos,samad
Tagalog-Waray,vocab,Tagalog,Waray,gamot,tambal
Tagalog-Waray,vocab,Tagalog,Waray,ganda,husay
Tagalog-Waray,vocab,Tagalog,Waray,ganti,bulos
Tagalog-Waray,vocab,Tagalog,Waray,gata ng niyog,hatok
Tagalog-Waray,vocab,Tagalog,Waray,gawa,himo
Tagalog-Waray,vocab,Tagalog,Waray,gilagid,lagos
Tagalog-Waray,vocab,Tagalog,Waray,ginto,bulawan
Tagalog-Waray,vocab,Tagalog,Waray,gitna,butnga
Tagalog-Waray,vocab,Tagalog,Waray,gubat,kagurangan
Tagalog-Waray,vocab,Tagalog,Waray,gulay,utanon
Tagalog-Waray,vocab,Tagalog,Waray,gulong,lidong
Tagalog-Waray,vocab,Tagalog,Waray,gumulong,naglido
Tagalog-Waray,vocab,Tagalog,Waray,gupit,arot
Tagalog-Waray,vocab,Tagalog,Waray,guro,magturutdo
Tagalog-Waray,vocab,Tagalog,Waray,gusali,bilding
Tagalog-Waray,vocab,Tagalog,Waray,gusot,kurumos
Tagalog-Waray,vocab,Tagalog,Waray,gusto,karuyag
Tagalog-Waray,vocab,Tagalog,Waray,hakbang,piktaw
Tagalog-Waray,vocab,Tagalog,Waray,halaman,tanaman
Tagalog-Waray,vocab,Tagalog,Waray,haligi,harigi
Tagalog-Waray,vocab,Tagalog,Waray,halik,harok
Tagalog-Waray,vocab,Tagalog,Waray,halimbawa,pananglitan
Tagalog-Waray,vocab,Tagalog,Waray,haluin,ukayon
Tagalog-Waray,vocab,Tagalog,Waray,hamog,tun-og
Tagalog-Waray,vocab,Tagalog,Waray,handa,andam
Tagalog-Waray,vocab,Tagalog,Waray,hapag-kainan,karaunan
Tagalog-Waray,vocab,Tagalog,Waray,hapunan,panihapon
Tagalog-Waray,vocab,Tagalog,Waray,hari,hadi
Tagalog-Waray,vocab,Tagalog,Waray,hati,tunga
Tagalog-Waray,vocab,Tagalog,Waray,hatinggabi,katutnga
Tagalog-Waray,vocab,Tagalog,Waray,hawak,kapot
Tagalog-Waray,vocab,Tagalog,Waray,higa,higda
Tagalog-Waray,vocab,Tagalog,Waray,higaan,higdaan
Tagalog-Waray,vocab,Tagalog,Waray,hikab,huyam
Tagalog-Waray,vocab,Tagalog,Waray,hikaw,ariyos
Tagalog-Waray,vocab,Tagalog,Waray,hila,butong
Tagalog-Waray,vocab,Tagalog,Waray,hilamos,hiram-os
Tagalog-Waray,vocab,Tagalog,Waray,hilo,lipong
Tagalog-Waray,vocab,Tagalog,Waray,hindi,diri
Tagalog-Waray,vocab,Tagalog,Waray,hininga,ginhawa
Tagalog-Waray,vocab,Tagalog,Waray,hinirang,pinili
Tagalog-Waray,vocab,Tagalog,Waray,hinlalaki,tumaragko
Tagalog-Waray,vocab,Tagalog,Waray,hinliliit,kumayingking
Tagalog-Waray,vocab,Tagalog,Waray,hintuturo,tumurutdo
Tagalog-Waray,vocab,Tagalog,Waray,hintay,hulat
Tagalog-Waray,vocab,Tagalog,Waray,hita,paa
Tagalog-Waray,vocab,Tagalog,Waray,hiwalay,bulag
Tagalog-Waray,vocab,Tagalog,Waray,hubad,hubo
Tagalog-Waray,vocab,Tagalog,Waray,huli,urihi
Tagalog-Waray,vocab,Tagalog,Waray,huwag,ayaw
Tagalog-Waray,vocab,Tagalog,Waray,iba,iba
Tagalog-Waray,vocab,Tagalog,Waray,ibaba,ubos
Tagalog-Waray,vocab,Tagalog,Waray,ibabaw,igbaw
Tagalog-Waray,vocab,Tagalog,Waray,iba-iba,magkadirudilain
Tagalog-Waray,vocab,Tagalog,Waray,ibon,tamsi
Tagalog-Waray,vocab,Tagalog,Waray,ihaw,sugba
Tagalog-Waray,vocab,Tagalog,Waray,ikaw,ikaw
Tagalog-Waray,vocab,Tagalog,Waray,ikot,libot
Tagalog-Waray,vocab,Tagalog,Waray,ilalim,ilarom
Tagalog-Waray,vocab,Tagalog,Waray,ilaw,suga
Tagalog-Waray,vocab,Tagalog,Waray,ilog,salog
Tagalog-Waray,vocab,Tagalog,Waray,ilong,irong
Tagalog-Waray,vocab,Tagalog,Waray,ina,iroy
Tagalog-Waray,vocab,Tagalog,Waray,inaanak,kinugos
Tagalog-Waray,vocab,Tagalog,Waray,inaantok,pinipiraw
Tagalog-Waray,vocab,Tagalog,Waray,inahin,umagak
Tagalog-Waray,vocab,Tagalog,Waray,inahing baboy,pakal
Tagalog-Waray,vocab,Tagalog,Waray,inakusahan,ginbutangbutangan
Tagalog-Waray,vocab,Tagalog,Waray,inihaw,sinugba
Tagalog-Waray,vocab,Tagalog,Waray,inom,inom
Tagalog-Waray,vocab,Tagalog,Waray,inom ng gamot,tumar
Tagalog-Waray,vocab,Tagalog,Waray,inyo,iyo
Tagalog-Waray,vocab,Tagalog,Waray,inggit,indig
Tagalog-Waray,vocab,Tagalog,Waray,ipa,upa
Tagalog-Waray,vocab,Tagalog,Waray,ipaalam,ipasabot
Tagalog-Waray,vocab,Tagalog,Waray,ipakisuyo,ipaalayon
Tagalog-Waray,vocab,Tagalog,Waray,ipis,bangka
Tagalog-Waray,vocab,Tagalog,Waray,isa,usa
Tagalog-Waray,vocab,Tagalog,Waray,isahog,isakot
Tagalog-Waray,vocab,Tagalog,Waray,isip,hunahuna
Tagalog-Waray,vocab,Tagalog,Waray,itak,sundang
Tagalog-Waray,vocab,Tagalog,Waray,itik,pato
Tagalog-Waray,vocab,Tagalog,Waray,itim,itom
Tagalog-Waray,vocab,Tagalog,Waray,itinulak,ginduso
Tagalog-Waray,vocab,Tagalog,Waray,itlog,bunay
Tagalog-Waray,vocab,Tagalog,Waray,iwas,likay
Tagalog-Waray,vocab,Tagalog,Waray,iyak,tuok
Tagalog-Waray,vocab,Tagalog,Waray,iyo,imo
Tagalog-Waray,vocab,Tagalog,Waray,kaba,kulba
Tagalog-Waray,vocab,Tagalog,Waray,kababaihan,kababayin-an
Tagalog-Waray,vocab,Tagalog,Waray,kabit,kabit
Tagalog-Waray,vocab,Tagalog,Waray,kaibigan,sangkay
Tagalog-Waray,vocab,Tagalog,Waray,kailangan,kinahanglan
Tagalog-Waray,vocab,Tagalog,Waray,kalabasa,karubasa
Tagalog-Waray,vocab,Tagalog,Waray,kalabaw,karabaw
Tagalog-Waray,vocab,Tagalog,Waray,kalahati,katunga
Tagalog-Waray,vocab,Tagalog,Waray,kalalakihan,kalalakin-an
Tagalog-Waray,vocab,Tagalog,Waray,kalapati,sarapati
Tagalog-Waray,vocab,Tagalog,Waray,kalawang,baga
Tagalog-Waray,vocab,Tagalog,Waray,kalingkingan,kumayingking
Tagalog-Waray,vocab,Tagalog,Waray,kaliskis,hingbis
Tagalog-Waray,vocab,Tagalog,Waray,kama,kama
Tagalog-Waray,vocab,Tagalog,Waray,kamag-anak,kaurupdan
Tagalog-Waray,vocab,Tagalog,Waray,kamay,kamot
Tagalog-Waray,vocab,Tagalog,Waray,kambal,karuha
Tagalog-Waray,vocab,Tagalog,Waray,kambing,kanding
Tagalog-Waray,vocab,Tagalog,Waray,kami,kami
Tagalog-Waray,vocab,Tagalog,Waray,kamoteng-kahoy,bilanghoy
Tagalog-Waray,vocab,Tagalog,Waray,kampana,lingganay
Tagalog-Waray,vocab,Tagalog,Waray,kampi,ugop
Tagalog-Waray,vocab,Tagalog,Waray,kanila,ira
Tagalog-Waray,vocab,Tagalog,Waray,kanin,kan-on
