source_text,target_text,language_pair,split,source_lang,target_lang,data_source
"Ang mga ito ay nag-aalis sa isang pag-aalinlangan at pag-aalinlangan, at ang mga ito ay parehong mga baril ay nasa panganib dahil ang mga ito ay hindi sumasalamin.","Paulit-ulit hira nga nag-aaraway ngan nag-aaraway, an ira duok hadto nga bugkos namimeligro tungod han ira diri pagsinabtanay.",war-tgl,train,tgl,war,alpaca
"Gayunman, may ilang mga elemento ng musika na may kaugnayan sa pagtatanghal ng isang negosyo sa musika.","Kondi, may-ada pipira nga mga elemento ha musika nga may kalabotan ha pagpahayag hin kasubo ha musika.",war-tgl,train,tgl,war,alpaca
"Ang mga bahagi na ito ay maaaring gumawa ng proseso ng paglikha na mas epektibo, mabawasan ang panganib ng mga pagkakamali, at mag-alok ng mga pangkat na magbibigay ng mas mahusay na kalidad ng code.","Ini nga mga bahin nakakahimo han proseso han paghimo nga mas epektibo, nakakaiban han peligro han mga sayop, ngan nakakahimo ha mga grupo nga maghatag hin mas de-kalidad nga kodigo.",war-tgl,train,tgl,war,alpaca
Ang output ng Ig-output ay ang dami ng araw na pinagtipon sa susunod na dalawang araw.,Ig-output an kadamo han adlaw ha butnga han masunod nga duha nga petsa.,war-tgl,test,tgl,war,alpaca
Mahalaga sa atin na marinig ang kanilang mga feedback at makakatulong sa amin na mapabuti ang aming serbisyo sa customer.,Importante ha amon an iyo mga feedback ngan makakabulig ha amon nga mapauswag an amon serbisyo ha customer.,war-tgl,train,tgl,war,alpaca
"malakas ang hangin dito sa labas, mukhang uulan na kaya isara na ang mga bintana","makusog an hangin dinhi ha gawas, baga hin mauran na sanglit isara na an mga bintana",,train,tgl,war,conversational
pinaalalahanan ng lola ang mga apo na huwag mamalagi sa labas kung madilim-dilim na ang langit,ginpahinumdoman han lola an mga apo nga ayaw pagkinada ha gawas kon dulum-dulom na an langit,,train,tgl,war,conversational
"Busog na ako, maraming salamat sa pagkaing ito natin","Busog na ako, damo nga salamat hini nga pangaon naton",war-tgl,train,tgl,war,alpaca
Gumawa sila ng malaking handaan upang ipagdiwang ang ikalimampung anibersaryo ng kasal ng kanilang mga magulang.,Naghimo hira hin dako nga handaan basi igselebrar an ika-kalim-an nga anibersaryo han kasal han ira mga kag-anak.,,train,tgl,war,conversational
Ang 7860 na panel ay karaniwang ginagamit bilang default na panel para sa komunikasyon sa pagitan ng McAfee ePolicy Orchestrator (ePO) at ng server at maaaring sa software agent.,An pantalan 7860 kasagaran nga ginagamit komo default nga pantalan para han komunikasyon ha butnga han McAfee ePolicy Orchestrator (ePO) nga server ngan han iya ahente nga software.,war-tgl,train,tgl,war,alpaca
"Habang nagtatapos ang araw at nakatingin ako sa mga pintuan ng paaralan, hindi ko maiwasan ang mga taong nagpapasalamat sa lugar na ito.","Samtang natapos na an adlaw ngan nagawas ako ha mga ganghaan han eskwelahan, diri ko maiwasan nga umabat hin pagpasalamat hini nga lugar.",war-tgl,val,tgl,war,alpaca
Ano ang dalawang karaniwang titik ng titik na ibinigay ng tudling,Ano an duha nga agsob nga letra ha iginhatag nga tudling,war-tgl,train,tgl,war,alpaca
Limpyohi an tabla: Lumapit sa pamamagitan ng pag-aayos ng mga tabla upang matiyak na walang alikabok o basura.,Limpyohi an tabla: Tikangi pinaagi hin pagpunas han tabla para masiguro nga waray ini tapotapo o mga basura.,war-tgl,train,tgl,war,alpaca
ang buwan ay hindi na nag-iipon sa bug-os na lakas .,bulan nga naglalamrag ha bug-os nga kusog .,war-tgl,val,tgl,war,alpaca
Naging anak ni Enoc si Irad; at naging anak ni Irad si Mehujael; at naging anak ni Mehujael si Metusael; at naging anak ni Metusael si Lamec,May-ada usa nga anak nga lalake hi Enoc nga ginngaranan nga Irad nga amo an amay ni Mehujael nga amay ni Matusael nga amay ni Lamec,,val,tgl,war,conversational
gumawa ng isang tsart para sa mga data na ibinigay sa ibaba.,paghimo hin tsart para han mga datos nga iginhatag ha ubos.,war-tgl,train,tgl,war,alpaca
"Ang mga halaman ay gumagamit ng CO2 sa panahon ng fotosintesis upang makagawa ng pagkain, na naglalabas ng oxygen sa proseso.","An mga tanom nagamit hin CO2 durante han fotosintesis basi makahimo hin pagkaon, nga nagpapagawas hin oksihina dida hito nga proseso.",war-tgl,test,tgl,war,alpaca
"Subukan at subukan: Subukan ang iyong mga disenyo sa mga gumagamit, kumita ng mga feedback, at gumawa ng kinakailangang mga pagbabago upang mapabuti ang karanasan ng gumagamit","Pagsari ngan pag-utro: Pagsari han imo mga disenyo ha mga gumaramit, pagtirok hin mga feedback, ngan paghimo hin kinahanglanon nga mga pagbag-o basi mapauswag an eksperyensya han gumaramit",war-tgl,train,tgl,war,alpaca
"Gintagan ng mga di-pag-aayos ng salita at mga diksyunaryo ng mga salita, hibaroi kung ang salita ay isang wastong salita.","Gintagan hin higot nga pulong ngan diksyonaryo hin mga pulong, hibaroi kon an pulong usa nga balido nga pulong.",war-tgl,train,tgl,war,alpaca
"Nagsimula ito bilang isang glitch, isang walang-kahulugan na pagkakamali sa aking programming","Nagtikang ito sugad nga glitch, usa nga baga hin waray kahulogan nga sayop ha akon pagprograma",war-tgl,train,tgl,war,alpaca
sinigurado niyang walang nasunog noong nagluto siya ng isda sa kusina.,ginpanigurado niya nga waray nasunog han ginluto niya nga isda ha kusina.,,val,tgl,war,conversational
Ang permafrost ay isang malaking layer ng yelo na sumasaklaw sa halos isang-kapat ng hilagang hemisphere.,An permafrost amo an nagyelo nga layer han tuna nga nagtatabon han haros ikaupat nga bahin han norte nga hemisfero.,war-tgl,train,tgl,war,alpaca
hinihikayat kita na dumalo sa aming reunion upang makita mo ang ating mga kaklase,gin-aaghat ko ikaw nga umatendir han amon reunion basi makita mo an aton mga klasmeyt,,val,tgl,war,conversational
"Ang isang halimbawa ng isang klase ng mutasyon na maaaring maging sanhi ng malubhang sakit sa kalusugan ay ang isang solong nucleotide polymorphism, o SNP.","Usa nga ehemplo han usa nga klase hin mutation nga mahimo magin hinungdan han grabe nga sakit ha kahimsog amo an single nucleotide polymorphism, o SNP.",war-tgl,val,tgl,war,alpaca
"Pagpahaluag han esensya, .","Pagpahaluag han esensya, .",war-tgl,train,tgl,war,alpaca
kailangang ibilad ang mga palay sa araw bago ito ipagiling upang maging malinis at maganda ang bigas,kinahanglan ibulad an mga humay ha sirak san-o ini igpa-galing basi magin limpyo ngan maupay an bugas,,train,tgl,war,conversational
Magandang Araw Sa Iyo!,Maupay Na Adlaw Ha Imo!,,train,tgl,war,conversational
I-paste ang mga sangkap sa gin-prepared baking pan at i-ignite ng 20 minuto o hanggang sa ang kulay ng crust ay malagyan ng ginto.,Ipindot an ginhalo ha gin-andam nga baking pan ngan iluto hin 20 minutos o tubtob nga magin magaan nga bulawanon an kolor han crust.,war-tgl,train,tgl,war,alpaca
Nakita Ko Ang Pagod Sa Kanyang Mga Mata Ngunit Patuloy Pa Rin Siya Sa Pag-Aasikaso Sa Amin.,Nakita Ko An Kakapoy Ha Iya Mga Mata Kundi Padayon Gihapon Hiya Ha Pag-Asikaso Ha Amon.,,train,tgl,war,conversational
"Ang pag-uusap, pagtapod, pagkakapareho, pagkakaibigan, at pagkomiter ay makakatulong sa pagtatayo ng isang matatag at pundasyon para sa anumang mas mahusay na relasyon.","An pag-upod, an pagtapod, pagkamaunungon, ngan pagkomiter nabulig ha pagtukod hin marig-on nga pundasyon para ha bisan ano nga malampuson nga relasyon.",war-tgl,train,tgl,war,alpaca
Isulat ang 10 popular na mga website para sa pagbili ng online.,Ilista an 10 nga sikat nga mga website para ha pamalit ha Internet.,war-tgl,val,tgl,war,alpaca
"Si Ginsaway ay patuloy na nag-uusap tungkol sa tugon ng administrasyong Trump sa pandemya, at ang pag-uusap tungkol sa ekonomiya at relasyon sa bansa","Ginsaway gihapon nira an pagbaton han administrasyon Trump ha pandemya, ngan an ira pag-asikaso han ekonomiya ngan relasyon han lahi",war-tgl,train,tgl,war,alpaca
"Isulat mo ang isang tudling gamit ang ""away"" sa halip na ""off""","Isurat utro an tudling gamit an ""away"" imbes nga ""off""",war-tgl,train,tgl,war,alpaca
Customer: Gintatalinguha o ig-reset ng isang password sa aking email account.,Customer: Gintatalinguha ko nga ig-reset an password han akon email account.,war-tgl,train,tgl,war,alpaca
Ang algorithm na gumagamit ng kaunting memory ay mas epektibo sa espasyo.,An algoritmo nga nagamit hin gutiay nga memorya gintatagad nga mas epektibo ha espasyo.,war-tgl,train,tgl,war,alpaca
natuwa ako dahil malaki ang diskwentong nakuha ko roon sa mall kahapon,nalipay ako kay dako an diskwento nga nakuha ko didto ha mall kakulop,,train,tgl,war,conversational
"Ito ay makakatulong sa iyo na i-examine ang iyong pag-iisip at kung ang mga resulta ay hindi maganda, walang mga solusyon.","Mabulig ini ha imo nga pahaluagon an imo panhunahuna ngan bangin magresulta hin bag-o, waray pa mausisa nga mga solusyon.",war-tgl,train,tgl,war,alpaca
Ang animado na guro ay nagbigay ng mga pahayag sa pahayag.,An animado nga magturutdo naghatag hin madasigon nga pamulong.,war-tgl,train,tgl,war,alpaca
Malapit na ako sa iyo.,Harani na ako ha imo.,war-tgl,train,tgl,war,alpaca
"sa aking walang hanggan na mga alon, kahit na humbo o humbo, .","nga an akon waray katapusan nga mga balud, bisan hataas o hamubo, .",war-tgl,train,tgl,war,alpaca
"At Pinangalanan Ng Lalaki Ang Lahat Ng Hayop At Ang Mga Ibon Sa Himpapawid, At Ang Bawat Hayop Sa Parang; Subalit Para Sa Lalaki Ay Walang Nakitang Katuwang Na Nababagay Para Sa Kanya.","Sanglit Ginngaranan Han Tawo An Ngatanan Nga Katamsihan, Ngan An Ngatanan Nga Kamanampan; Kundi Waray Gud Usa Ha Ira Nga Angay Nga Kaupod-Upod Hin Pagbulig Ha Iya.",,train,tgl,war,conversational
Sakto lang ang pera ko.,Hin-unong la an akon kwarta.,,train,tgl,war,alpaca
nagplano ang aming pamilya na magbakasyon sa isang sikat na beach resort sa darating na buwan,nagplano an amon pamilya nga magbakasyon ha usa nga sikat nga beach resort ha tiarabot nga bulan,,train,tgl,war,conversational
Paglagay ng mga laruan sa kanto: Gumamit ng tamang algorithm upang ilagay ang mga laruan sa kanto sa tamang posisyon.,Ibutang an mga dulaw nga kanto: Gamita an tama nga algorithm para ibutang an mga dulaw nga piraso han kanto ha ira tama nga mga posisyon.,war-tgl,train,tgl,war,alpaca
Gumawa ng isang listahan ng 10 mga kulay na makikita sa mga balangaw.,Paghimo hin lista han 10 nga kolor nga mabibilngan ha mga balangaw.,war-tgl,train,tgl,war,alpaca
Isulat ang apat na salita na may katumbas ng ibinigay na salita.,Pagsurat hin upat nga pulong nga may rima han iginhatag nga pulong.,war-tgl,train,tgl,war,alpaca
May mga klase ng ibon na hindi gaanong matalino sa paggawa at paggamit ng mga garamiton.,May mga klase hin tamsi nga maaramon gud ha paghimo ngan paggamit hin mga garamiton.,war-tgl,train,tgl,war,alpaca
"Alam ko ang mga leon na kailangan nila ng mga gumi, at mag-aalaga","Maaram an mga leon nga kinahanglan nira gumios, ngan magpuasa",war-tgl,val,tgl,war,alpaca
mayroon ba kayong luya diyan?,mayda kamo luy-a dida?,,test,tgl,war,conversational
Pakikuha Naman Ng Walis Sa Likod Ng Pinto Dahil Maglilinis Ako Ng Dumi Rito Sa Sala.,Alayon Pagkuha Han Silhig Ha Luyo Han Purtahan Kay Maglilimpyo Ako Han Hugaw Dinhi Ha Sala.,,train,tgl,war,conversational
huwag talagang kalimutang kunin ang iyong payong bago ka umalis dahil mukhang uulan nang malakas base sa madilim na ulap ngayon sa labas.,ayaw gud kalimot pagkuha han imo payong san-o ka lumakat kay baga hin mauuran hin makusog basi ha madulom nga panganod yana ha gawas.,,train,tgl,war,conversational
nakipag-usap siya sa akin tungkol sa kanilang bagong proyekto sa gitna ng lungsod.,nakig-istorya hiya ha akon mahiunong han ira bag-o nga proyekto ha butnga han syudad.,,train,tgl,war,conversational
masakit ang akon ulo simula pa kaninang umaga kaya kailangan kong uminom ng gamot at matulog.,masakit an akon ulo tikang pa kanina han aga sanglit kinahanglan ko uminom hin bulong ngan maturog.,,train,tgl,war,conversational
Ang paperclip ay maaaring gamitin bilang pansamantalang lock-pick sa pagbubukas ng mga pahina sa gabi o sa mga simpleng lock,An paperclip mahimo gamiton sugad nga temporaryo nga kandado-pick ha pag-abri han gudtiay o simple nga mga kandado,war-tgl,train,tgl,war,alpaca
"Ang mga kulay ng reperensya ay maaaring maging ang mga pangunahing kulay (Pula, Green, Asul) o maaaring maging isang kumbinasyon ng iba pang mga kulay.","An mga kolor nga reperensya in pwede magin panguna nga mga kolor (Pula, Berde, Asul) o pwede liwat mag-upod hin iba nga mga kolor.",war-tgl,train,tgl,war,alpaca
"magandang umaga, saan ka pupunta at maaga pa naman ay naghahanda ka na?","maupay nga aga, makain ka nga sayo pa man gud nga nag-aandam ka na?",,train,tgl,war,conversational
Paghimo hinin makaharadlok na storya sa lima na tudling-linggo,Paghimo hin makaharadlok nga istorya ha lima nga tudling-pulong,war-tgl,train,tgl,war,alpaca
"Ang isang hindi homophone ay maaaring maging ang mga salitang ""terno""","An angay nga homophone para han ginpabug-atan nga pulong amo an ""terno.""",war-tgl,test,tgl,war,alpaca
Ano ang epekto ng pandemya sa pag-iisip ng mga indibidwal?,Ano an epekto han pandemya ha panhunahuna han mga indibidwal?,war-tgl,train,tgl,war,alpaca
Inspirasyon ni Ella sa kanyang mga mag-aaral,Inspirasyon hi Ella ha iya mga estudyante,war-tgl,train,tgl,war,alpaca
Ang isang baklaid sa linya na ito ay ang -a/6.,An bakilid hini nga linya amo an -a/6.,war-tgl,train,tgl,war,alpaca
"Pag-isip ng iyong solusyon: Kung ikaw ay may isang tiyak na algorithm, ito ay maaaring gawin gamit ang isang quantum programming language tulad ng Q o Quipper.","Ipatuman an imo solusyon: Kun nakilala mo na an tama nga algorithm, ipatuman ini gamit an quantum programming language sugad han Q o Quipper.",war-tgl,train,tgl,war,alpaca
"tubod, kadagatan, kainit","tubod, kadagatan, kainit",war-tgl,train,tgl,war,alpaca
"Siya ay nag-iwan ng trabaho sa ilalim ng presyon, lumipat sa isang maliit na bahay, at nagsimulang muling bumuo ng relasyon sa kanyang anak na babae.","Binaya hiya ha iya trabaho nga daku an presyur, binalhin ha mas gutiay nga balay, ngan nagtikang pagtukod utro han iya relasyon ha iya anak nga babaye.",war-tgl,val,tgl,war,alpaca
Kailangan Nating Linisin Nang Maayos Ang Ating Mga Kanal Upang Hindi Bumaha Sa Kalsada Kapag Dumating Ang Malakas Na Ulan.,Kinahanglan Naton Limpyohan Hin Maupay An Aton Mga Kanal Basi Diri Bumaha Ha Karsada Kon Umabot An Makusog Nga Uran.,,train,tgl,war,conversational
Isang travel agency na nag-aaral sa paglalakbay sa mga eksotiko na destinasyon.,Usa nga ahensya hin pagbiyahe nga espesyalista ha mga pagbiyahe ngadto ha eksotiko nga mga destinasyon .,war-tgl,train,tgl,war,alpaca
Pagpakilala sa pinakabagong balita sa mundo: An SmartWave!,Pagpakilala han pinakabag-o nga kabag-ohan: An SmartWave!,war-tgl,val,tgl,war,alpaca
"batay sa mga ebidensya sa siyensya, ang mga kalibutan na bato ng kalibutan ay mga zircon crystals na natagpuan sa katundan ng australia, na nagsimula mga 4.4 bilyon na taon na ang nakalipas.","base ha yana nga ebidensya ha syensya, an gidaan-i nga mga bato ha kalibutan amo an mga zircon crystals nga nakit-an ha katundan nga australia, nga nagtikang mga 4.4 bilyon ka tuig na an naglabay.",war-tgl,train,tgl,war,alpaca
"Para sa mga non-ionic na bagay na hindi nakaka-soluble sa tubig, ang pagdaragdag ng tubig ay kinakailangan upang ma-dissolve ang mga sangkap, at ang punto ng pagbubukod ay depende sa relatibong dami ng bawat sangkap.","Para han diri-ionic nga mga butang nga diri natutunaw ha tubig, an pagdugang hin tubig esensyal nga naglalasaw han ginhalo, ngan an punto han pagbukal madepende ha relatibo nga kadamo han kada sangkap nga aadto.",war-tgl,train,tgl,war,alpaca
Bigyan mo ako ng dalawa.,Hatagi ak hin duha.,,train,tgl,war,alpaca
matamis ang prutas,matam-is an prutas,,train,tgl,war,conversational
"elektromagnetismo: ang magnetismo at kuryente ay may kaugnayan, at ang kaganapan sa elektromagnetismo ay naglalarawan ng kaugnayan.","elektromagnetismo: an magnetismo ngan elektrisidad duok nga may kalabotan, ngan an panhitabo han elektromagnetismo naghuhulagway hini nga relasyon.",war-tgl,train,tgl,war,alpaca
Gumawa ng webpage na nagpapakita ng isang form ng pakikipagsapalaran sa amin,Paghimo hin webpage nga nagpapakita hin porma hin pakigsumpayan ha amon,war-tgl,train,tgl,war,alpaca
"Ang tagumpay ng Rebel Alliance ay nagbigay ng pag-asa sa mga pinupumilit na tao sa galaksiya, at nagsipangyari ito sa simula ng pagkahulog ng Imperyo.","The victory of the Rebel Alliance gave hope to the oppressed people of the galaxy, and it marked the beginning of the downfall of the Empire.",war-tgl,train,tgl,war,alpaca
Pagbibigay ng mga direksyon at mga update sa trapiko.,Paghatag hin direksyon ngan mga update ha trapiko .,war-tgl,train,tgl,war,alpaca
Tigamni: Nagamit ako ng isang paraan upang malutas ang problema.,Tigamni: Usa la ini nga paagi para masolbar an problema.,war-tgl,train,tgl,war,alpaca
Ang kasisidman ay isa sa mga bituin ng isang planeta.,"An kasisidman usa nga
An mga bitoon usa nga  .",war-tgl,train,tgl,war,alpaca
"Kasama dito ang 20% na neutral, 11% na medyo hindi kontento, at 4% na hindi lubos na kontento","Kaupod hini an 20% nga neutral, 11% nga medyo diri kontento, ngan 4% nga diri gud kontento",war-tgl,val,tgl,war,alpaca
Ang pag-aayos ng dalawang gamot ay hindi dapat na mag-alis ng isang gamot para sa isang tao.,Pag-unabi hin duha nga pagtambal han una nga bulig para hin samad.,war-tgl,train,tgl,war,alpaca
Huwag kalimutan na manatili kang hydrated sa pamamagitan ng pag-inom ng maraming tubig sa buong araw.,Hinumdumi nga magpabilin nga hydrated pinaagi hin pag-inom hin damo nga tubig ha bug-os nga adlaw.,war-tgl,train,tgl,war,alpaca
Ang tatay ko ay mangingisda,An akon tatay mangingisda,war-tgl,train,tgl,war,alpaca
hindi siya umiinom ng malamig na tubig kapag umaga dahil sumasakit daw ang kanyang lalamunan.,diri hiya nag-iinom hin matugnaw nga tubig kon aga kay nasakit daw an iya tutunlan.,,train,tgl,war,conversational
Ipinagbawal Ng Doktor Na Kumain Ako Ng Matatamis Dahil Tumataas Ang Aking Asukal Sa Dugo.,Ginbawal Han Doktor Nga Kumaon Ako Hin Matam-Is Kay Nahitaas An Akon Asukar Ha Dugo.,,train,tgl,war,conversational
Matagal Ko Nang Gustong Pumunta Sa Boracay Ngunit Ngayon Lang Ako Nagkaroon Ng Sapat Na Panahon At Pera.,Maiha Ko Na Nga Karuyag Pumunta Ha Boracay Kundi Yana La Ako Nagkaada Hin Igo Nga Panahon Ngan Kwarta.,,train,tgl,war,conversational
"""Pag-uutang sa Edukasyon: Ang Mga Pakinabang at Mga Pag-aabuso ng Pag-aaral sa Online"".","""Pagbag-o han Edukasyon: An mga Benepisyo ngan Pag-iba-iba han Pag-aram ha Online"".",war-tgl,train,tgl,war,alpaca
Ang isang lugar sa ilalim ng ROC curve (AUC) ay ginagamit bilang isang paaralan ng kakayahan ng modelo na gamutin ang mga positibong at negatibong mga kaganapan.,An lugar ha ilarom han kurba han ROC (AUC) in ginagamit komo sukol han abilidad han modelo pagkilala han positibo ngan negatibo nga mga panhitabo.,war-tgl,train,tgl,war,alpaca
C. Naglalaum han tidaraon na may pag-asa at pag-asa.,C. Naglalaum han tidaraon nga may paglaum ngan pagkamalaumon.,war-tgl,train,tgl,war,alpaca
"Alam niya na sa araw na iyon ay hindi niya malilimutan, at hindi na niya maihintay na bumalik sa zoo","Maaram hiya nga ini in adlaw nga diri niya hingangalimtan, ngan diri na hiya makahulat nga bumalik utro ha zoo",war-tgl,train,tgl,war,alpaca
"Kung hindi mo ito magagawa, maaari mo pa ring subaybayan ang iyong order gamit ang numero ng pagsubaybay na ibinigay sa iyong email sa pag-confirm ng pagbabayad.","Kon waray ka kuwenta, mahimo mo pa gihapon masubaybayan an imo order gamit an numero han pagsubay nga iginhatag ha imo email ha pagkumpirma han pagpadara.",war-tgl,train,tgl,war,alpaca
Ang pag-aalis ng minimum na edad para sa legal na pag-inom ng de-alkohol na inumin sa UK ay isang bagay na hindi dapat gawin.,Paggawas han pinakagutiay nga edad para han legal nga pag-inom hin de-alkohol nga irimnon ha UK .,war-tgl,test,tgl,war,alpaca
"Tulad ng AI, hindi ako maaaring magbigay ng personal na opinyon o rating.","Sugad nga AI, waray ako kapas paghatag hin personal nga mga opinyon o mga rating.",war-tgl,train,tgl,war,alpaca
Mainit ngayong araw.,Mapaso yana nga adlaw.,,train,tgl,war,conversational
saan si [pangalan]?,hain hi [ngaran]?,,train,tgl,war,alpaca
Magpatuloy tayo sa ginagawa natin hanggang sa walang mga pangyayari na `t` ha `s`.,Padayon naton ini nga ginbubuhat tubtob nga waray na mga panhitabo han `t` ha `s`.,war-tgl,val,tgl,war,alpaca
Mga sapa; mga kapawa han bulan; mga babag-on,Mga sapa; kapawa han bulan; mga babag-on,war-tgl,train,tgl,war,alpaca
Ito ay ginagamit upang ipahayag ang isang iba't ibang opinyon o paniniwala tungkol sa posibilidad na mangyari ang isang sitwasyon o kaganapan.,Ginagamit ini ha pagpahayag hin mas damo nga opinyon o gintotoohan mahitungod han posibilidad nga mahitabo an usa nga sitwasyon o panhitabo.,war-tgl,train,tgl,war,alpaca
"ang depresyon ay maaaring maging kapareho ng mga pag-aalaga, dahil ito ay parehong malalakas at labis na malaki sa kanilang mga katawan at katawan.","an depresyon maitatanding ha kadagatan, tungod kay ito nga duha haluag ngan sobra kadaku ha ira kahilarom ngan kahaluag.",war-tgl,val,tgl,war,alpaca
Pinta: Mga pintura na may iba't ibang kulay.,Mga Pinta: Mga pintura nga lana ha iba-iba nga kolor .,war-tgl,train,tgl,war,alpaca
Magiging maaaraw ang bukas.,Masirak an adlaw buwas.,,train,tgl,war,conversational
Pwede Ba Akong Makipag-Usap Sa Iyo Sandali Upang May Maipaliwanag Akong Mahalaga Tungkol Sa Trabaho?,Pwede Ba Ako Makig-Istorya Ha Imo Hin Kadali Basi Mayda Ko Ipasabot Nga Importante Parti Ha Trabaho?,,train,tgl,war,conversational
Baka paumanhin sila at hindi na sila magsisisi sa iyo.,Madagmit hira magpasaylo ngan diri gud magtitipig hin kasina ha imo.,war-tgl,train,tgl,war,alpaca
maaari ba akong maging mas mahusay sa mga patakaran sa imigrasyon na ginagamit sa usa?,mahimo ka ba magngaran hin tulo nga palisiya ha imigrasyon nga ginagamit ha usa?,war-tgl,train,tgl,war,alpaca
listaan ang limang klase ng mga primata.,ilista an lima nga klase hin primata.,war-tgl,test,tgl,war,alpaca
Ipinadala ng gobyerno ang mga tulong para sa mga naapektuhan ng baha kahapon ng tanghali.,Ginpadara han gobyerno an mga bulig para ha mga naapektaran han baha kakulop han udto.,war-tgl,train,tgl,war,alpaca
Magsulat ng code sa python para malaman ang paraan ng pagbibigay ng mga pangkat ng mga numero.,Pagsurat hin kodigo han python para mahibaroan an paagi han ginhatag nga hugpo hin mga numero.,war-tgl,train,tgl,war,alpaca
I-cook ang mga bahagi sa oven at i-sable ang mga ito sa isang parmesan na panlasa habang nag-iipon. 8.,"Kuhaa an mga sitsa ha oven ngan isablig an gin-ihaw nga keso nga Parmesan samtang mapaso pa. 
8.",war-tgl,train,tgl,war,alpaca
kailangan kong plantsahin ang aking uniporme para sa trabaho ngayong gabi upang hindi ako magmamadali bukas ng umaga,kinahanglan ko plantsahon an akon uniporme para ha trabaho yana nga gab-i basi diri ako magdali-dali buwas han aga,,test,tgl,war,conversational
Hindi Ko Talaga Naintindihan Ang Kanyang Sinabi Sa Harapan Kaya Magtatanong Ako Sa Kanya Mamaya.,Waray Gud Ako Kasabot Han Iya Gin-Istorya Ha Atubangan Sanglit Magpapakiana Ako Ha Iya Maya-Maya.,,train,tgl,war,conversational
ang pagsasalita ay isang tip at ilang mga gawain na gagawin sa isang dayuhang lungsod .,pagsuhestyon hin pipira nga buruhaton nga bubuhaton ha langyaw nga syudad .,war-tgl,train,tgl,war,alpaca
Binigyan siya ng promosyon dahil sa kanyang malaking dedikasyon at magandang pag-uugali sa pagtatrabaho.,Gintagan hiya hin promosyon tungod han iya dako nga dedikasyon ngan maupay nga pamatasan ha pagtatrabaho.,war-tgl,val,tgl,war,alpaca
nawa'y maging maganda ang takbo ng ating mga buhay ngayong taon at palagi tayong ligtas.,hinaot unta nga magin maupay an dagan han aton mga kinabuhi yana nga tuig ngan pirme kita talwas.,,train,tgl,war,conversational
Tumakbo ang programa at walang bug dito,Tama ini nga programa ngan waray bug dida,war-tgl,train,tgl,war,alpaca
Bakit ba palagi ka na lang nahuhuli sa ating napag-usapang oras kapag magkikita tayo?,Kay ano nga pirme ka nala na-late ha aton ginkasabutan nga oras kon magkikita kita?,war-tgl,train,tgl,war,alpaca
C. Mga Katungod sa Batakan Balaud .,C. Mga Katungod ha Batakan Balaud .,war-tgl,train,tgl,war,alpaca
"Ito ay maaaring maging sa anyo ng mga pabor, serbisyo, o mga bagay na pinagkakatiwalaan ng dalawang partido.","Mahimo ini magin ha porma hin pabor, serbisyo, o mga butang nga ginbabalyoay han duha nga partido.",war-tgl,train,tgl,war,alpaca
"Ang mga pangunahing tema ng ""An Paradakop ha Rye"" ni J.D","An mga panguna nga mga tema han ""An Paradakop ha Rye"" ni J.D",war-tgl,train,tgl,war,alpaca
inihanda na niya ang lahat ng plato at baso sa ibabaw ng mesa bago dumating ang mga bisita.,gin-andam na niya an ngatanan nga plato ngan baso ha bawbaw han lamesa san-o inabot an mga bisita.,,test,tgl,war,conversational
Ito ay nagpapaliwanag kung bakit mahalaga ang magkaroon ng isang plano para sa emerhensya.,Isaysay kon kay ano nga importante an pagkaada plano ha emergency.,war-tgl,train,tgl,war,alpaca
Iniisip ko kung pupunta ba tayo sa tindahan ngayon o ipagpapaliban na lang natin para bukas.,Ginhuhuna-huna ko kon makadto ba kita ha tindahan yana o bubuhaton nala naton para buwas.,war-tgl,train,tgl,war,alpaca
"Pagtatakda ng mga layunin ng kampanya: Pagbibigay ng malinaw, komprehensibong kahulugan ng mga layunin para sa kampanya, tulad ng pagtaas ng trapiko sa website, pagkuha ng mas maraming customer o pagpapabuti ng benta.","Paghimo hin mga tumong ha kampanya: Paghatag hin kahulogan hin matin-aw, masukol nga mga tumong para ha kampanya, sugad han pagdugang han trapiko ha website, pagdani hin bag-o nga mga kustomer o pagpauswag han benta.",war-tgl,train,tgl,war,alpaca
"Ang ilan sa mga aplikasyon sa kolehiyo ay may walang katapusan, kaya tiyaking ang iyong aplikasyon ay naapil bago ang katapusan.","Kadam-an han mga aplikasyon ha kolehiyo may-ada katapusan, salit siguroha nga ipasa an imo aplikasyon antes han katapusan.",war-tgl,train,tgl,war,alpaca
"Kapag nakilala ko si Alice sa isang grupo ng mga tao, nagpapakita siya ng isang masayang at mapagmahal na ugali","Kon nakikigkita hi Alice ha grupo han bag-o nga mga tawo, nagpapakita hiya hin makisangkayon ngan maabiabihon nga disposisyon",war-tgl,train,tgl,war,alpaca
"Gayunman, ang labis na pag-aari ng pera ay maaaring maging sanhi ng iba pang mga sanhi ng sikolohiya","Kondi, an sobra nga pagtirok hin kwarta usahay mahimo magin hinungdan han iba nga mga hinungdan ha sikolohiya",war-tgl,val,tgl,war,alpaca
