source_text,target_text,language_pair,split,source_lang,target_lang
"Panganib sa Pasipong Ekosistema: Ang mga plastik ay nakakaapekto at nakakabawas sa mga hayop sa dagat, gaya ng mga pawikan, seal, dolphin, at isda.","Pagdaot ha Ekosistema ha Dagat: An mga plastik nakakalit-ag ngan nakakapugong han mga linarang ha dagat, sugad han mga pawikan, seal, dolphin, ngan isda.",war-tgl,train,tgl,war
"Ang dagat ay karaniwang may mababang kulay na asul o berdeng, na may mga malamig na alon at mga alon na tumataas sa dagat na gumagawa ng hindi nakakaaliw na alon.","An dagat kasagaran nga may-ada makusog nga kolor nga asul o berde, nga may-ada malumo nga mga balud nga nabunggo ha baybayon nga naghihimo hin nakakarelaks nga tunog.",war-tgl,train,tgl,war
Ang antas ng kapasidad ay maaaring i-develop kung nais ng customer upang matiyak ang isang napaka-malaking at kasiya-siya na karanasan.,An lebel han kapaso mahimo ipahiuyon ha karuyag han kustomer basi masiguro an makatagbaw ngan makalilipay nga eksperyensya.,war-tgl,train,tgl,war
Ang mga pangalang 5 sa mga batayan ng matematika.,Pagngaran hin 5 nga sanga han matematika.,war-tgl,train,tgl,war
"""Nag-aaram ako hindi Kinatsila"".","""Nag-aaram ako hin Kinatsila.""",war-tgl,train,tgl,war
"Pag-aaral ng Pag-aaral: 2 grupo ng 10-15 pag-uulit para sa bawat isa sa mga sumusunod na ehersisyo: pitad, bangko-pits, at mga pag-uulit ng Russian .","Kusog nga Pagbansay: 2 nga hugpo han 10-15 nga mga pag-utro para han tagsa han masunod nga mga ehersisyo: mga pitad, pag-ipit ha bangko, ngan mga pagbirik han Ruso .",war-tgl,train,tgl,war
"Dinisenyo ito ni Robby upang maging madali at epektibong gawin ang ilang mga gawain, ngunit sa loob ng kanyang mga circuit, maaaring may mga pangangailangan sa mas malaking mga button.","Gindisenyo hi Robby basi madagmit ngan epektibo nga magbuhat hin mga buruhaton, kondi ha sulod han iya mga sirkito, may-ada hingyap ha mas daku nga butang.",war-tgl,train,tgl,war
Panel 2: Ang isang kabulig ng AI ay nagbigay ng isang ideya sa pagbubukas ng pagpag-uusap .,"Panel 2:
An kabulig han AI nabaton pinaagi hin ideya ha bula han pagyakan .",war-tgl,train,tgl,war
Ang pagbuo ng resume ay ibinibigay sa graduation ng kandidato.,Paghimo hin resume nga ginhatag han kalampusan han kandidato.,war-tgl,train,tgl,war
"Sa wakas, ang desisyon ng korte ay ipinahayag at ang mga nakasulat na opinyon ay nai-publish sa publiko.","Ha kataposan, iginpapahibaro an desisyon han korte ngan iginpapagawas ha publiko an sinurat nga mga opinyon.",war-tgl,train,tgl,war
Pareho silang nag-cheer at nagpapasalamat sa bawat isa sa kanila.,Pareho hira nag-cheer ngan nagpasalamat ha kada tagsa han nadakop.,war-tgl,train,tgl,war
Manok: Ang manok at pabo ay may maniwang mga surok na protina na mas malaki sa taba kaysa sa karne.,Manok: An manok ngan pabo in maniwang nga surok hin protina nga mas gutiay an tambok kaysa hin pula nga karne.,war-tgl,train,tgl,war
PAGIMPING NG DATABASE ng sampolDB; -- Ang code sa ubos ay maaaring mai-transfer sa mga pakete na ginawa ng database .,"PAGHIMO NGA DATABASE nga sampolDB;

-- An kodigo ha ubos nabalhin ngadto han bag-o nga ginhimo nga database .",war-tgl,train,tgl,war
Ang musika ay masaya .,Musika o kaliawan .,war-tgl,train,tgl,war
Nakita ng aking programa ang doble na halaga na naging sanhi ng mga error sa sistema.,Nakita han akon programa an doble nga kantidad nga nagin hinungdan han sayop ha sistema.,war-tgl,train,tgl,war
Pag-unlad ng Negosyo: Maraming mga negosyo ang nakitang ang social media ay isang epektibong paraan ng marketing at pampahayag upang maabot ang mas maraming tao.,Pagpauswag han Negosyo: Damu nga negosyo an nakabiling nga an social media usa nga epektibo nga paagi ha pagpamaligya ngan pagpasamwak basi makaabot ha mas damu nga tawo.,war-tgl,train,tgl,war
Ang refrigerator ay isang refrigerating device na dinisenyo para sa madaling pagpreserba ng maraming pagkain sa pamamagitan ng pagmimina ng temperatura na mas mababa sa karaniwang temperatura ng kuwarto.,An refrigerador usa nga gamit ha pagpabugnaw nga gindisenyo ha pagpreserba han madali madaot nga mga pagkaon pinaagi han pagmintinar hin temperatura nga ubos han kasagaran nga temperatura han kwarto.,war-tgl,train,tgl,war
Ang tunog ay tumatakbo sa salog.,An tunog han nagdadalagan han salog .,war-tgl,train,tgl,war
Mga pamantayan para sa edukasyon sa internet: 1.,"Mga pangatadongan para han edukasyon ha internet:

1.",war-tgl,train,tgl,war
"Fauld: Ang mga ito ay mga sangkap na nagpapaligid sa ibaba ng tiyan at hawak, at kung minsan ay inilagay sa tabon ng tiyan.","Fauld: Ini nga hinganiban nagpapanalipod ha ubos nga bahin han tiyan ngan hawak, ngan usahay igindudukot ito ha tabon han dughan.",war-tgl,train,tgl,war
"Ang Artipisyal na Kalihim (AI) ay isang bahagi ng siyensya ng kompyuter na may layunin na ang pag-edit at paglikha ng katalinuhan, tulad ng mga tao sa mga makina o programa.","An Artipisyal nga Intelihensya (AI) usa nga natad han syensya han kompyuter nga an panuyo amo an pagsubad ngan paghimo hin intelihente, sugad-tawo nga pamatasan ha mga makina o programa.",war-tgl,train,tgl,war
"Hindi nagtagal, hindi na nakalimutan ni Jack ang kaniyang mga gamot, at madalas siyang bumalik sa bahay para sa kaniyang ina upang ibahagi ang kaniyang karanasan at tulungan ang iba na makahanap ng mga pangarap.","Ha urhi, waray gud hingalimti ni Jack an iya mga gamot, ngan agsob hiya bumalik ha iya baryo basi isumat an iya kahibaro ngan buligan an iba nga makab-ot an ira mga inop.",war-tgl,train,tgl,war
E: Alam ko na ang puwesto ay hindi ka na nakatira sa dalawang lugar na kung saan ang C ay nasa iyo.,E: Amo ini an puti nga yawi nga nahimumutang hin duha nga yawi ha tuo han C nga yawi.,war-tgl,train,tgl,war
Ang 1964 Voting Rights Act sa Estados Unidos ay isang batas ng pamahalaan na nag-aayos ng diskriminasyon sa lahi sa pagbotos.,An 1964 Voting Rights Act in usa nga tigaman nga balaudnon han gobyerno nga nagdidiri han diskriminasyon han lahi ha pagbotos.,war-tgl,train,tgl,war
Ibutang sa itaas ang mga lutto ng hipon at gin-dice ng mga abogado.,Ibutang ha igbaw an luto nga hipon ngan gin-dice nga abokado.,war-tgl,train,tgl,war
At bawat isa ay may lugar sa loob ng aking puso.,An kada usa may-ada lugar ha sulod han akon kasingkasing.,war-tgl,train,tgl,war
Maaaring 180 na paa ang sukat ng eskrim ni Wendy.,Mayda 180 ka piye nga eskrima hi Wendy.,war-tgl,train,tgl,war
Maaari mo bang mag-alok ng isang teksto o ilang linya mula sa artikulo upang ang iyong mga tagapakinig ay tiyak na makamit ang artikulo para sa kanila?,Pwede ba niyo ihatag an teksto o pira nga linya tikang hito nga artikulo para makasumaryo ako hin eksakto han tama nga artikulo para ha iyo?,war-tgl,train,tgl,war
"Ang globular na protina: Hemoglobin Ang mga protina na may mga protina: collagen, myosin .","Globular nga protina: Hemoglobin

Mga protina nga lanot: kolagen, myosin .",war-tgl,train,tgl,war
Pagngangalan ng isang pelikula na isinara at ni Christopher Nolan.,Pagngaran hin usa nga pelikula nga gindirehir ni Christopher Nolan .,war-tgl,train,tgl,war
"Depende sa modelo na ginagamit, maaaring maging isang pag-aangkin ang posibilidad na ang komposisyon ay 'romantiko' o 'moderno' o ang klase ng marka ay maaaring maging isang bagay na hindi maaaring maging isang posibilidad.","Depende han modelo nga gin-gamit, pwede ini maggawas han posibilidad nga an komposisyon in 'romantiko' o 'moderno' o marka han klase nga mayda gihahataasi nga posibilidad.",war-tgl,train,tgl,war
"Pag-uuna: Sa ilalim ng ulo, magkakaroon ng isang seksyong nagpapakilala sa survey at nagbibigay ng impormasyon batay sa mga datos na ipinapahayag.","Pasiuna: Ha ubos han ulohan, magkakamay-ada unta hin seksyon nga nagpapakilala han surbey ngan naghahatag hin pipira nga impormasyon ha luyo han mga datos nga iginpipresentar.",war-tgl,train,tgl,war
"Katsaringsing, simbolo ng pag-asa at bag-o ng pag-ibig, .","Katsaringsing, simbolo han paglaum ngan bag-o nga pagtikang, .",war-tgl,train,tgl,war
Makakatipid ito ng maraming oras para sa mga tagagawa dahil maaari nilang gamitin ang kanilang mga code sa halip na kailangan nilang isulat ito mula sa likod.,Makakatipid ini hin damo nga oras han mga paraghimo tungod kay magamit nira an ginsurat na nga kodigo imbes nga kinahanglan igsurat ini tikang ha gahi.,war-tgl,train,tgl,war
Pagsolbad hin mga problema hin hin mga pro.,Pagsulbad hin mga problema baga hin pro.,war-tgl,train,tgl,war
Ginsentensiyahan siya ng hindi bug-os na buhay sa bilangguan.,Ginsentensyahan hiya hin bug-os nga kinabuhi nga kaprisohan.,war-tgl,train,tgl,war
Hindi madali o makuri .,Diri madali o makuri .,war-tgl,train,tgl,war
May ako karapatan na magkaroon ng aking sariling opinyon.,May katungod ako ha akon kalugaringon nga panhunahuna.,war-tgl,train,tgl,war
"Pagkatapos ay nag-iipon ako ng mga 10 beses bawat minuto, hanggang sa hindi ko na ito nasisiyahan.","Pabukala an sabaw hin mga 10 pa ka minuto, tubtob nga mapaso hin bug-os.",war-tgl,train,tgl,war
"Habang ang ratio ay hindi palaging eksaktong, ang isang malaking pagkakaiba-iba ng ideya ay ang pagkababa ng bilang ng mga input ay maaaring magkaroon ng hindi gaanong proportional sa malaking epekto.","Samtang an ratio diri pirme eksakto, an pankabug-osan nga ideya amo nga an gutiay nga kadamo han mga input agsob nga magkaada hin diri-proporsyonal nga dako nga epekto.",war-tgl,train,tgl,war
Naruyagan mo ba ito?,Naruyagan mo ba ito?,war-tgl,train,tgl,war
Gumawa ng isang listahan ng mga tip para sa mga ideya na hindi aktibo sa ating mga anak.,Paghimo hin lista hin mga tip para hin mga ideya hin diri-aktibo nga kita.,war-tgl,train,tgl,war
Isaysay ang isang konsepto ng matematika ng paggugulong.,Isaysay an konsepto han pagwara ha matematika han pagwara.,war-tgl,train,tgl,war
Huwag gumawa ng lohikal na argumento upang suportahan ang pahayag.,Paghimo hin lohikal nga argumento ha pagsuporta han pahayag.,war-tgl,train,tgl,war
"Ang pag-aayos ng pag-aayos ng pag-aayos ng pag-aayos ng pag-aayos ay ang pag-aayos ng ekwasyon sa pamamagitan ng isang linya, na tinatawag na linya ng pag-aayos, na may pinakamaraming mga punto ng data.","An panuyo han linyado nga pag-urong amo an pagbiling han ekwasyon hin usa nga linya, nga tinatawag nga linya han pag-urong, nga pinaka-angay han mga punto han datos.",war-tgl,train,tgl,war
Shirley: At kung magkaparehas ng aking mga anak?,Sarah: Ngan kun magdoble ka ha akon?,war-tgl,train,tgl,war
Ang mga pinakamahusay na gawain na ito ay nagsasama sa: 1.,"Ini nga pinakamaupay nga mga buhat in nag-uupod han:

1.",war-tgl,train,tgl,war
Ang pagsulat ay hindi dapat na mag-imbento ng mas pormal na tono.,Igsurat utro an iginhatag nga tudling ha mas pormal nga tono.,war-tgl,train,tgl,war
"Bagaman ito ang pangalawang pinakamalaking planeta, napakababa ng densidad nito kaya't maaari itong matalo sa tubig kung may bathtub na sapat na laki para sa loob nito!","Bisan kon ito an ikaduha nga gidadakui nga planeta, gutiay gud la an densidad hito salit mahimo ito maglutaw ha tubig kon may-ada bathtub nga igo an kadaku nga makakasulod hito!",war-tgl,train,tgl,war
Ang pagsulat ng maraming linya ng code upang gumawa ng isang mahusay na kalkulator sa Python.,Pagsurat hin pira ka linya hin kodigo para makahimo hin batakan nga kalkulador ha Python.,war-tgl,train,tgl,war
I-align ang mga pag-aari ng higot upang malaman ang distansya mula sa Levenshtein.,I-align an mga ginhatag nga higot para mahibaroan an distansya han Levenshtein.,war-tgl,train,tgl,war
"""Karuyag ko na magkaroon ng isang partikular na klase ng pagkain para sa akin"".","""Karuyag ko unta makakuha hin partikular nga klase hin pagkaon para kunsumohon.""",war-tgl,train,tgl,war
Ilarawan ang mga limitasyon ng manok na hindi nakikita ng mga tao.,Ihulagway an batasan han ayam kun nakakakita hin kuneho.,war-tgl,train,tgl,war
"Sangkay 1: Alam mo na, hindi ba?","Sangkay 1: Maaram ako, diri ba?",war-tgl,train,tgl,war
Isang mobile app para sa pag-subaybay sa mga layunin sa kalusugan.,Usa nga mobile nga app para ha pagsubay han mga tumong ha kahimsog.,war-tgl,train,tgl,war
Gumawa ng isang katulad na css para sa ibinigay na html .,Paghimo hin katugbang nga css para han iginhatag nga html .,war-tgl,train,tgl,war
Pagkatapos ng isang buwan at isang taon ay dinala ko siya sa bahay.,Pira ka bulan na an naglabay nga binalhin hiya ha balay.,war-tgl,train,tgl,war
Paggawa ng isang metapora upang ilarawan ang pag-aabuso sa paligid ng kasamok.,Paghimo hin metapora ha paghulagway han pag-abat hin pag-ubos ha palibot han kasamok .,war-tgl,train,tgl,war
"Ang mga tag ng mga kasangkapan at mga sistema ng seguridad ay hindi alam na ang mga ito ay umiiral sa isang naka-infiltrate na lugar, at kaya't maaari silang protektahan laban dito.","An mga tag-iya ngan sistema han seguridad diri maaram nga naeksister ini nga aragian tipasulod, ngan salit diri hira makakapanalipod kontra hito.",war-tgl,train,tgl,war
Ang pag-iisip ay isang bagay na hindi dapat gawin.,Kahulogan han panhunahuna ha pagkwenta .,war-tgl,train,tgl,war
"""Pag-eksplosyon ng mga Kabag-bag at Posibilidad: Ang Ngayon at Ang Pagtatag ng AI""","""Pag-usisa han mga Kabag-ohan ngan mga Posibilidad: An Yana ngan Tidaraon han AI""",war-tgl,train,tgl,war
"Customer Relationship Management (CRM) Software: tulad ng Salesforce, Hubspot o Zoho .","Customer Relationship Management (CRM) Software: sugad sa Salesforce, Hubspot o Zoho .",war-tgl,train,tgl,war
Sa mga sumusunod na mga pagkain saan ang pinakamaraming asukal?,Hain ha mga masunod nga pagkaon an mayda pinakadamo nga asukar?,war-tgl,train,tgl,war
Ang pamahalaan ay nag-una ng mga bagong plano sa pag-aalis ng kawalan ng pagkakapantay-pantay at kahirapan.,Ginpasamwak han gobyerno an bag-o nga mga plano ha pag-iban han diri pagkapareho ngan kapobrehan.,war-tgl,train,tgl,war
"Kapag ang isang numero ay balido, ilagay ang cell sa isang cell na may bilang at recursive na nag-uugnay sa susunod na cell.","Kun balido an yana nga numero, ibutang an selyula nga mayda yana nga numero ngan rekursibo nga bumalhin ngadto han sunod nga selyula.",war-tgl,train,tgl,war
"Kapag ang isang listahan ng mga produkto ay inilabas, sa anong pagkakasunud-sunod ang dapat na listahan ng mga ito sa listahan ng pamimili?","Kon gintagan hin listahan han mga produkto, ha ano nga pagkasunod-sunod ito sadang iglista ha listahan han pamalit?",war-tgl,train,tgl,war
"Pareho silang napatunayan ang kanilang kakayahan sa paglikha ng mga bagong bagay, paglikha ng mga bagong merkado, at pag-aalis ng mga umiiral na industriya.","Pareho nira napamatud-an an ira mga abilidad ha paghimo hin bag-o nga mga butang, paghimo hin bag-o nga mga merkado, ngan pagdisturbo han naeksister nga mga industriya.",war-tgl,train,tgl,war
B. Mga tip para sa pag-aaral sa mga uso sa merkado at pagharap sa nagbabago na mga pangangailangan ng mga customer.,B. Mga tip para magpabilin nga nahibabaro han mga uso ha merkado ngan pag-atubang han nagbabag-o nga mga panginahanglan han mga kustomer.,war-tgl,train,tgl,war
Ang babae ay tumakbo sa tren patungo sa malayo sa lungsod.,Makausa may babaye nga sumakay hin tren tipakadto ha hirayo nga syudad.,war-tgl,train,tgl,war
Ilarawan ang artikulo sa isang o dalawang tula .,Ihulagway an artikulo ha usa o duha nga tudling .,war-tgl,train,tgl,war
Sinabi ni Ginsusulbad na ito ay isang problema.,Ginsusulbad niya an problema.,war-tgl,train,tgl,war
"Sa pangkalahatan, ang pangunahing pagkakaiba sa pag-iwas at hindi pag-iwas ay ang pag-aaral sa presensya (o pagkakakilanlan) ng mga data na may marka.","Ha kabug-usan, an panguna nga kaibahan han ginbabantayan ngan diri ginbabantayan nga pag-aram aada ha presensya (o kawaray) han may marka nga datos.",war-tgl,train,tgl,war
"Ang isang salitang ""Mas baltok hiya ha akon"" ay hindi gramatikal.","An tudling nga ""Mas baltok hiya ha akon"" diri gramatikal.",war-tgl,train,tgl,war
"Sa bahagi, ito ay dahil sa pagpapalaya ng endorphin, mga hormone sa katawan na nagpapaligaya sa pag-aalaga, sa panahon ng pag-eehersisyo.","Ha bahin, tungod ini han pagpagawas han endorphin, an mga hormone han lawas nga nakakapalipay ha pag-abat, durante han pag-ehersisyo.",war-tgl,train,tgl,war
I-unpack ang bag ng iyong smartphone: Mag-ingat na i-unpack ang telepono mula sa kahon at i-lock ang anumang mga proteksiyon na sticker o pelikula.,Unpack an imo bag-o nga smartphone: Pag-ikmat nga kuhaa an telepono tikang ha kahon ngan kuhaa an bisan ano nga mga protective stickers o mga pelikula.,war-tgl,train,tgl,war
"Ito ay binubuo ng 7 mga bolyum at may 3,031 pahina depende sa edisyon at may isang kabuuan na 1.2 milyong salita.","Ginkokomponer ini hin 7 nga mga tomo ngan mayda mga 3,031 nga mga pahina depende han edisyon ngan mayda ginbabanabana nga 1.2 ka milyon nga mga pulong.",war-tgl,train,tgl,war
Ang iba ay may mga bahagi ng oatmeal at makakatulong sa pagbaba ng iyong cholesterol.,Damo an lanot han oatmeal ngan makakabulig nga mapahamubo an imo cholesterol.,war-tgl,train,tgl,war
Gumawa ng isang Social Media Strategy: Magbigay ng kahulugan sa iyong mga layunin at kung ano ang iyong inaasahan na makamit sa pamamagitan ng social media marketing.,Paghimo hin Stratehiya ha Social Media: Paghatag hin kahulogan han imo mga panuyo ngan kon ano an imo ginlalaoman nga makab-ot pinaagi han social media marketing.,war-tgl,train,tgl,war
Ang isang thesaurus ay isang mahusay na paraan ng pag-uulat at pag-uulat kung nais mong palakasin ang iyong bokabularyo at maaari mong i-rewrite ang iyong pagsulat.,An thesaurus maopay gud nga garamiton nga gagamiton kon karuyag mo pahaluagon an imo bokabularyo ngan malikyan an pag-utro ha imo sinurat.,war-tgl,train,tgl,war
"Ang salitang ito ay nagmula sa literal na gawa ng pagsawsaw ng mga daliri sa tubig bago lumubog, bilang paraan ng pagsusulit ng temperatura o pag-unawa sa mga kondisyon bago ang lahat ay magsimula.","An pulong ginkuha tikang ha literal nga buhat han pagsawsaw han mga tudlo ha tiil ha tubig antes lumumpat, sugad nga paagi han pagsari han temperatura o pag-abat han mga kahimtang antes bug-os nga magbuhat.",war-tgl,train,tgl,war
"Sa katunayan, ito ay isang sining ng pagpapalitan ng impormasyon, pag-iisip, at damdamin sa pagitan ng mga tao, at ito ay maaaring makaapekto sa kabutihan at kalusugan ng relasyon.","Ha pagkamatuod, ito an arte han pagbalyoay hin impormasyon, panhunahuna, ngan mga pagbati ha butnga han mga tawo, ngan makakaapekto gud ito ha kalamposan ngan kahimsog han relasyon.",war-tgl,train,tgl,war
"Ang pag-aayos ay hindi ayon sa mga suruklan, at hindi dapat mag-imbita ng mga parag-ataman sa bahay o sa paglilinis ng espasyo.","An kalimpyo diri uyon ha suruklan, ngan kinahanglan ko maghangyo hin mga parag-ataman han balay basi umabot ha paglimpyo han espasyo.",war-tgl,train,tgl,war
Maghatid ng personal na serbisyo: Lumikha ng isang diskarte upang maghatid ng personal na serbisyo sa bawat customer.,Deliver personalized service: Develop a strategy to deliver personalized service to each customer.,war-tgl,train,tgl,war
"Nagsabi ang dragon ng mga kuwento ng kanyang mga pakikipagsapalaran, at sinabi ni Adeline na hindi siya matakot.","Nagpaangbit an dragon hin mga istorya han iya mga adbentura, ngan namati hi Adeline nga may kahadlok.",war-tgl,train,tgl,war
Ano ang mga limitasyon sa buhay?,Ano an batasan ha kinabuhi?,war-tgl,train,tgl,war
"Ang pag-aani, o ilegal na pang-aani ng mga hayop, ay maaaring magkaroon din ng malaking epekto sa populasyon ng mga hayop.","An pag-ihaw, o an ilegal nga pangayam hin mga hayop, mahimo liwat magkaada daku nga epekto ha populasyon han mga hayop.",war-tgl,train,tgl,war
"Bisitahin ang mga Lungib sa Sterkfontein, kung saan ang ilan sa mga pinakamatandang hominid fossil sa mundo ay natagpuan.","Bisitaha an mga Lungib han Sterkfontein, kun diin nakit-an an pipira han mga pinakadaan nga fossil han hominid ha kalibutan.",war-tgl,train,tgl,war
"Sports day: Pag-oorganisa ng sports day na may mga aktibidad tulad ng softball, volleyball, basketball o team relay races.","Sports day: Pag-organisa hin sports day nga mayda mga buruhaton sugad han softball, volleyball, basketball o team relay races.",war-tgl,train,tgl,war
"Siya ay hindi natatakot na tumugon sa mga tao na umaakyat sa kanya, at habang siya ay nag-aakyat, alam niya na siya ay malapit at siya ay nag-aaksaya ng isang bagay na napaka-karaniwang.","Inabat niya an pag-abat hin kahadlok nga nag-aawas ha iya, ngan samtang nagbubugsay hiya, maaram hiya nga hirani na hiya mag-abri hin usa nga butang nga talagsahon gud.",war-tgl,train,tgl,war
"Sa gayon, ang mga negosyo ay maaaring gumamit ng pinakamainam na bahagi ng bawat sistema at mapabuti ang kanilang mga operasyon.","Tungod hini, mapahimulosan han mga negosyo an gimaopayi nga mga bahin han tagsa nga sistema ngan mapauswag an ira mga operasyon.",war-tgl,train,tgl,war
"Gayunman, sa karamihan ng mga kaso, ang mga hayop ay itinuturing na mga bagay lamang, na ang kanilang mga damdamin at mga kagandahan ay hindi mahalaga.","Kondi, ha damu nga kahimtang, an mga hayop gintatagad sugad nga mga butang la, nga baga hin diri importante an ira mga pagbati ngan kaopayan.",war-tgl,train,tgl,war
"Kung may tamang programming at mga pamamaraan, ang isang synthesizer ay maaaring magamit upang maayos na kopyahin ang mga tunog ng iba't ibang instrumento, na nagpapahintulot sa pag-re-play ng isang kanta.","Kon may-ada husto nga pagprograma ngan kaabtik, an synthesizer mahimo gamiton ha husto nga pagkopya han mga tunog han iba-iba nga instrumento, salit nagigin posible an pag-utro han usa nga kanta.",war-tgl,train,tgl,war
"Ang mensahe ay ang bahagi na makikita sa pamamagitan ng window, na nagbibigay ng sagot sa pakipagtanong.","An mensahe hito nga bahin han die makikita pinaagi han bintana, nga naghahatag hin baton ha pakiana nga iginpakiana.",war-tgl,train,tgl,war
1/4 tasa ng freshly pureed na strawberry .,1/4 tasa nga presko nga puree nga strawberry .,war-tgl,train,tgl,war
Ang pagsasalin ng mga nilalaman ng isang artikulo sa Wikipedia.,Pagsumaryo han sulod hin usa nga barasahon ha Wikipedia.,war-tgl,train,tgl,war
"Magsimula sa isang tamang paraan sa paglalagay ng mga piraso sa mga sulok, ngunit hindi sa pamamagitan ng pag-iingat sa kanilang orientasyon.","Tikangi pinaagi hin husto nga pagbutang han mga piraso ha eskina, pero diri nababaraka han ira oryentasyon.",war-tgl,train,tgl,war
"Suki 1: Pasensya na, sa ganitong paraan!","Suki 1: Pasensya na, lurong ini!",war-tgl,train,tgl,war
Ang ilan sa mga pamamaraan ay kinabibilangan ng: 1.,"An pipira han mga paagi nag-uupod han:

1.",war-tgl,train,tgl,war
"Ang isang puzzle ay kumplikado, .","Usa nga puzzle nga komplikado, .",war-tgl,train,tgl,war
Ilarawan ang pinakamainam na kapaligiran para sa pag-aaral.,Ihulagway an pinakamaopay nga palibot para ha pag-aram.,war-tgl,train,tgl,war
Hindi na niya kailangang mag-pull-up ng bug sa gabi para sa exam.,Diri niya kinahanglan mag-pull hin bug-os nga gab-i para han eksaminasyon.,war-tgl,train,tgl,war
"Dahil sa kakayahang manood ng nilalaman sa anumang oras na gusto nila at sa iba't ibang mga aparato, hindi na kailangang sundin ng mga mamimili ang mahigpit na mga iskedyul ng tradisyonal na telebisyon.","Tungod han abilidad ha pagkita hin sulod ha anoman nga oras nga ira karuyag ngan ha iba-iba nga garamiton, diri na kinahanglan sundon han mga konsumidor an istrikto nga mga eskedyol han tradisyonal nga telebisyon.",war-tgl,train,tgl,war
Nag-aalaga ako sa mga bintana at hindi alam kung ano ang gagawin nila.,Nagupong an mga taga-baryo ngan diri maaram kon ano an ira bubuhaton.,war-tgl,train,tgl,war
Ang isang pinagsama-samang code ay gagamitin sa pagsasama-samang sum ng function sa pagkalkula ng sum ng mga halaga sa bawat listahan bago ito idinagdag sa sum.,An gintadong nga kodigo nagamit han nakasulod nga kabug-usan nga funsyon ha pagkuwenta han kabug-usan han mga kantidad ha kada lista antes ito idugang ha kabug-osan.,war-tgl,train,tgl,war
Ang pag-aaral kung ano sa mga pagpipilian ay ang tamang paraan.,Hibaroi kon hain hini nga mga opsyon an husto nga baton .,war-tgl,train,tgl,war
"Ang mga aplikasyon ng AI sa pangkalahatan at palaging ay nag-aalala, at ang listahang ito ay hindi lamang tungkol sa kung ano ang maaaring maging mga gamit nito sa buong industriya.","An mga aplikasyon han AI in dako ngan pirme nagbabag-o, ngan ini nga lista in nagkikiskis la han bawbaw han diri maihap nga mga paggamit hini ha bug-os nga mga industriya.",war-tgl,train,tgl,war
piano pag-aram han akon ako .,piano pag-aram han akon ako .,war-tgl,train,tgl,war
"""Pag-aram sa Arte ng Pag-aghat: Mga Pinakamahalagang Pag-aaral ng Mga Strategy sa Pagmemerkado para sa Modernong Panahon"".","""Pag-aram han Arte han Pag-aghat: Mga Mabag-o nga Mga Estratehiya ha Pagpamaligya para han Moderno nga Panahon"".",war-tgl,train,tgl,war
"Ang mga pintuan ay nagsasira habang ang mga tao ay bumabalik sa kanilang mga bahay, handa na upang harapin ang araw na pag-aayos.","Nagkikirig-on an mga purtahan samtang an mga tawo nagawas ha ira mga balay, andam ha pag-atubang han tiarabot nga adlaw.",war-tgl,train,tgl,war
Magdagdag ng dalawang adjective na naglalarawan sa mga character sa kuwento.,Dugangi hin duha nga adhetibo nga naghuhulagway han karakter ha istorya.,war-tgl,train,tgl,war
Ito ay isang dahilan kung bakit ang araw ay tila hindi nakatayo sa buong langit.,Isaysay kon kay ano nga an adlaw baga hin nagkikiwa ha tabok han langit.,war-tgl,train,tgl,war
Sinugo niya ang mga estudyante na mag-drowing ng isang larawan sa opisina.,Ginsugo an mga estudyante nga magdrowing hin imahen ha pisara.,war-tgl,train,tgl,war
"Nagpakal siya ng isang maliit na bag na may mga suplay, nagpaalam sa kanyang pamilya at mga kaibigan, at nagsimulang maglakbay.","Nag-impake hiya hin gutiay nga bag nga may mga suplay, nagpaalam ha iya pamilya ngan kasangkayan, ngan nagtikang han iya pagbiyahe.",war-tgl,train,tgl,war
Maggawa ng mga espesipikong at kapaki-pakinabang na mga hakbang upang makatulong sa pagwawakas ng eksperimento.,Paghimo hin espisipiko ngan makakab-ot nga mga tumong basi makabulig ha pagtipig han pokus.,war-tgl,train,tgl,war
Hindi ko naman alam kung ano ang magiging good luck nila.,Hingyap ko an maupay nga swerte ha imo .,war-tgl,train,tgl,war
Buhat 3: Nagsimula ang digmaan sa pamamagitan ng isang mabigat na away sa pagitan ng dalawang panig.,"Buhat 3: 
Nagtikang an girra pinaagi hin mabangis nga away butnga han duha nga bahin.",war-tgl,train,tgl,war
"Gusto niyang maging bahagi ng mundo, ngunit hindi niya nararapat ang mga nasa mundo.","Ginhingyap niya nga magin kaparte han ira kalibutan, pero waray hiya makabiling hin paagi nga makasulod.",war-tgl,train,tgl,war
Ang mga modelong ito ay gumagamit ng mga algorithm sa matematika upang gumawa ng mga hula tungkol sa hinaharap ng mga kaganapan o mga kaganapan batay sa data.,Ini nga modelo nagamit hin mga algorithm ha matematika ha paghimo hin mga prediksyon mahitungod han tidaraon nga mga panhitabo o mga uso basado ha mga datos.,war-tgl,train,tgl,war
Sarahi an loop han pagbaton .,Sarahi an loop han pagbaton .,war-tgl,train,tgl,war
Ang mga pangunahing gawain nito ay kinabibilangan ng: 1.,"An panguna nga mga buruhaton hini nag-uupod han:

1.",war-tgl,train,tgl,war
