source_text,target_text,language_pair,split,source_lang,target_lang,data_source
Dako an akon pasalamat ha mga mangingisda nga nakadakop hin damo nga isda para han amon piyesta buwas.,Laking pasasalamat ko sa mga mangingisda na nakahuli ng maraming isda para sa aming pista bukas.,,train,war,tgl,conversational
"Usa ini nga masasarigan nga pamaagi ha pagsolbar han mga problema, labi na kun pag-aabot ha pagkalkulo han mga probabilidad o pag-ihap.","Isang masustansyang pamamaraan sa paglutas ng mga problema, lalo na kung ito ay isang paraan ng pagkalkula ng mga posibilidad o mga bilang.",war-tgl,train,war,tgl,alpaca
"tikang ha masunod nga teksto, lingi an mga nombre.","mula sa mga sumusunod na teksto, hanapin ang mga numero.",war-tgl,train,war,tgl,alpaca
"Kon an hadi han usa nga magdudumara aada ha tseke, kinahanglan maghimo hin pitad an magdudumara basi kuhaon an tseke o mapipirde an magdudumara ha uyag","Kung ang isang tao ay hindi nag-aalis ng mga bayad sa cheque, dapat na hindi ito nag-aalis ng mga bayad upang makuha ang cheque o magbayad ng mga bayad sa mga bayad",war-tgl,train,war,tgl,alpaca
Damo nga salamat han imo iginhatag nga regalo para ha akon.,Maraming salamat sa ibinigay mong regalo para sa akin.,,train,war,tgl,conversational
Isurat an pulong nga 'artipisyal nga kinaadman'.,Isurat ang salitang 'artipisyal nga kinaadman'.,war-tgl,train,war,tgl,alpaca
Nakita Mo Ba An Akon Selpon Kay Diri Ko Makit-An Ha Sakob Han Kwarto?,Nakita Mo Ba Ang Aking Selpon Dahil Hindi Ko Makita Sa Loob Ng Kwarto?,,train,war,tgl,conversational
"Baton:
Gintagan ko hiya hin libro",Baton: Gintagan ko hiya hin libro,war-tgl,train,war,tgl,alpaca
"Base han masunod nga input, magrekomendar hin klase hin keso.","Base sa mga sumusunod na input, hindi mo inirerekomenda ang klase bukas.",war-tgl,train,war,tgl,alpaca
"karakter 1: hoy emily, nakabati ka ba han bag-o nga programa ha pagpreserba han kinaiyahan ha aton bungto?","karakter 1: hoy emily, narinig mo na may programang pag-iingat sa kalikasan sa ating bayan?",war-tgl,train,war,tgl,alpaca
"Han peligro an nagtatarhog ha tuna han Azura, hi Eledor an natindog sugad nga parapanalipod hito","Sa pag-aari ng isang nag-aalaga sa tuna sa Azura, si Eledor ay tumayo bilang isang parapanalipod nito",war-tgl,train,war,tgl,alpaca
Tudling 2: Makangingirhat an langit.,Tudling 2: Makangingirhat an langit.,war-tgl,train,war,tgl,alpaca
"An presyo han usa nga ginamit nga awto nadepende ha iba-iba nga mga butang sugad han marka ngan modelo han sarakyan, kahimtang hito, ngan lokasyon han pagbaligya, ngan iba pa nga mga butang","Ang presyo ng isang ginamit na kotse ay nakasalalay sa iba't ibang mga bagay tulad ng marka at modelo ng kotse, kalagayan nito, at lokasyon ng pagbebenta, at iba pang mga bagay",war-tgl,train,war,tgl,alpaca
"4 nga sobra nga hinog nga saging, ginmasa .","4 na sobra na hinog na saging, ginmasa .",war-tgl,train,war,tgl,alpaca
Maupay nga pag-analisar ngan pagsulbad hin problema nga mayda makusog nga pagtagad ha detalye.,Ang pag-aaral at paglutas ng isang problema ay maaaring maging mahusay at may malaking pansin sa mga detalye.,war-tgl,train,war,tgl,alpaca
Maupay nala kay diri man malala an sakit han akon umangkon sumala han pag-eksamen.,Mabuti na lang at hindi naman malubha ang sakit ng pamangkin ko ayon sa pagsusuri.,war-tgl,train,war,tgl,alpaca
An tunog han kabataan nga nagtatawa ngan nag-uuyag ha hirayo .,Makinig kami ng mga bata na nakakatawa at nag-aalayaw sa malayo .,war-tgl,train,war,tgl,alpaca
Ikumpara ngan itanding an enerhiya nukleyar ngan solar.,Paghahambing at paghahambing ng enerhiya sa nuklear at solar.,war-tgl,train,war,tgl,alpaca
An teorema mayda duha nga panguna nga bahin.,Ang teorema ay may dalawang pangunahing bahagi.,war-tgl,train,war,tgl,alpaca
Nano it imo gin-iinano dida,Ano ang ginagawa mo diyan,,train,war,tgl,conversational
"Mga produkto nga gatas sugad han gatas, keso, ngan yogurt.","Mga produkto ng gatas tulad ng gatas, keso, at yogurt.",war-tgl,train,war,tgl,alpaca
importante an pagmintinar hin balanse ngan mahimsog nga pagkaon para han kaupayan ha lawas ngan hunahuna.,ang pag-aalaga ng isang balanse at malusog na pagkain ay mahalaga para sa pisikal at mental na kalusugan.,war-tgl,train,war,tgl,alpaca
"Ibutang an katunga han uga nga sagol ngadto han basa nga sagol, ngan ighalo tubtob nga magsagol.","Ilagay ang paningin mula sa isang sulok sa isang sulok sa isang sulok sa isang sulok, at i-slide hanggang sa sulok.",war-tgl,train,war,tgl,alpaca
Kumusta Man An Imo Biyahe Pakadto Dinhi Ha Amon Probinsya?,Kamusta Naman Ang Biyahe Mo Papunta Rito Sa Aming Probinsya?,,train,war,tgl,conversational
ano an kahimtang yana han coronavirus pandemic?,ano ang kalagayan sa pandemya ng coronavirus?,war-tgl,train,war,tgl,alpaca
An mga aktibidad ha operasyon in nagpapakita kun pira an cash nga nakukuha han kompanya tikang han iya normal nga operasyon ha negosyo.,Ang mga aktibidad sa operasyon ay nagpapakita kung magkano ang cash na nakuha ng kumpanya mula sa normal na pagganap ng negosyo.,war-tgl,train,war,tgl,alpaca
Inin diri-planado nga mga pagbag-o mahimo magresulta ha pipira nga mga kinaiya nga magin mas o menos komon ha populasyon.,Ang di-tinadhana na mga pagbabago ay maaaring magresulta sa ilang mga katangian na magiging mas o mas karaniwan sa populasyon.,war-tgl,train,war,tgl,alpaca
"Sigurado, adi an duha nga kemikal nga elemento nga nagtitikang ha letra nga ""S"": 
1.","Tunay, may dalawang kemikal na elemento na may titik na nagsisimula sa titik na ""S"": 1.",war-tgl,train,war,tgl,alpaca
Pagsurat hin pagrepaso hin himo-himo nga tindahan ha internet.,Magsulat ng pagsusuri sa mga online store.,war-tgl,train,war,tgl,alpaca
"""An pagtikang naghimo hin mga balud nga may bag-o nga paglunsad han produkto ha pankalibutan nga entablado"".","""Ang pag-start ay gumagawa ng mga alon na may mga bag na naglalabas ng produkto sa buong mundo sa entablado"".",war-tgl,train,war,tgl,alpaca
"Katapos, ini nga linya mahimo gamiton ha pagtagna.","Pagkatapos, ang linya ay maaaring magamit sa pag-pag-pagina.",war-tgl,train,war,tgl,alpaca
"an sikat nga mga utanon para ha pag-ihaw amo an patatas, karot, sibuyas, sili, ngan zucchini.","ang mga popular na gulay para sa pag-ihaw ay ang patatas, karot, sibuyas, sili, at zucchini.",war-tgl,train,war,tgl,alpaca
Puno: An marig-on nga panguna nga puno han kahoy.,Puno: Ang marig-on ay ang pangunahing puno ng puno.,war-tgl,train,war,tgl,alpaca
igin-uli ko dayon an libro ha library kay bangin ako magmulta kon lumapas ako han adlaw han paghuram.,isinauli ko agad ang libro sa library dahil baka ako magmulta kung lumampas ako sa araw ng paghiram.,,train,war,tgl,conversational
Ginsisiguro han mga opisyal nga malimpyo an mga kanal basi malikyan an dengue,Tinitiyak ng mga opisyal na malinis ang mga kanal upang maiwasan ang dengue,war-tgl,train,war,tgl,alpaca
Nga waray na nahibilin nga pagliaw nga mabibilngan,At walang natira na pag-aari sa Bibliya,war-tgl,train,war,tgl,alpaca
kinahanglan naton limpyohan an aton karsada basi magin mahusay pagkit-on an barangay,kailangan nating linisin ang ating kalsada upang maging magandang pagmasdan ang barangay,,train,war,tgl,conversational
trabaho anay kita,magtrabaho muna tayo,,train,war,tgl,conversational
Ipindot an ginhalo ha gin-andam nga baking pan ngan iluto hin 20 minutos o tubtob nga magin magaan nga bulawanon an kolor han crust.,I-paste ang mga sangkap sa gin-prepared baking pan at i-ignite ng 20 minuto o hanggang sa ang kulay ng crust ay malagyan ng ginto.,war-tgl,train,war,tgl,alpaca
"Nadukot ini ha aktibo nga lugar han enzyme, nga nagpupugong han substrat nga magdukot ngan nagpupugong han aktibidad han enzyme.","Sa pamamagitan ng pag-aalis sa aktibong lugar ng enzyme, ang mga substrate ay maaaring maging mas malakas at mas mabilis na makontrol ang aktibidad ng enzyme.",war-tgl,train,war,tgl,alpaca
An positibo nga epekto han regular nga pag-ehersisyo ha kahimsog han hunahuna .,Positibo na epekto ng regular na pag-eehersisyo sa kalusugan ng isip.,war-tgl,train,war,tgl,alpaca
An ligid han kwadrado magigin `N`.,Ang isang ligid han kuadrado magigin `N`.,war-tgl,train,war,tgl,alpaca
nalipay gud ako nga nagkita kita utro dinhi ha bungto,natuwa talaga ako na nagkita tayo muli rito sa bayan,,train,war,tgl,conversational
ginhangyo niya an tag-iya nga kon pwede ba hiya maka-utang hin gamit,nakiusap siya sa may-ari na kung pwede ba siyang makautang ng gamit,,train,war,tgl,conversational
An `coords` nga kalidad nagtutudlok han mga koordinado han igbaw-wala nga kanto ngan ubos-tuo nga kanto han rektanggulo nga rehiyon.,Ang mga `coords` ay isang katangian na tumutukoy sa mga koordinado ng itaas at ibaba ng kanto at sa ibaba at ibaba ng kanto ng isang rectangle o rehiyon.,war-tgl,train,war,tgl,alpaca
"Aadto ka man ha balay, ha gym o ha paglakat, an botelya nga nagsasala hin tubig in importante nga garamiton para magpabilin nga hydrated ngan mahimsog.","Kung nasa bahay ka, sa gym, o sa paglakad, ang isang bote ng tubig ay mahalaga sa mga gatra upang manatili kang hydrated at malusog.",war-tgl,train,war,tgl,alpaca
Paghimo hin lista han mga tip para ha pagpauswag han imo konsentrasyon,Gumawa ng listahan ng mga tip para mapabuti ang iyong konsentrasyon,war-tgl,train,war,tgl,alpaca
"alarm sensors: amo ini an mga gamit nga nakaka-detect kun may bintana o purtahan nga gin-aabrihan, may-ada pagkiwa o nabubuak an salamin.","alarm sensors: ang mga alarma ay mga aparato na nakakakita kung ang mga bintana o mga pintuan ng bahay ay may mga pinto, may mga pinto o may mga pinto na may mga salamin.",war-tgl,train,war,tgl,alpaca
"Kondi, diri hiya usa nga imbentor ha tradisyonal nga kahulogan han pulong.","Gayunman, siya ay hindi isang taga-imbento ng tradisyonal na kahulugan ng salita.",war-tgl,train,war,tgl,alpaca
"samtang damo nga mga troll an namimiling la hin atensyon o kaliawan, an batasan hin pag-troll in pwede gihapon magkaada hin seryoso nga negatibo nga epekto ha mga indibidwal ngan komunidad.","habang maraming mga troll ang naghahanap ng pansin o kasiyahan, ang pag-aabuso sa pag-trolling ay maaaring magkaroon ng seryosong negatibong epekto sa mga indibidwal at komunidad.",war-tgl,train,war,tgl,alpaca
"""An limitasyon la han aton pag-realisar buwas amo an aton mga pagruhaduha yana nga adlaw.""","""Ang isang limitasyon sa ating pag-aalaga sa bukas ay ang ating mga pag-aalinlangan sa araw-araw""",war-tgl,train,war,tgl,alpaca
Kuhaa na an mga plato ha lamesa basi makapag-limpyo na ako didhi.,Kunin na ang mga plato sa mesa upang makapaglinis na ako rito.,war-tgl,train,war,tgl,alpaca
Diri gud maopay an iya inaabat ha tiyan tikang han kumaon hiya,Hindi talaga maganda ang nararamdaman niya sa tiyan simula nang kumain siya,,train,war,tgl,conversational
"Kaupod hini an ira lebel han pakig-upod ha mga mensahe han kampanya, ngan kun an kampanya in nag-aaghat hin positibo nga pagbabag-o han ira batasan.","Kasama dito ang kanilang antas ng pakikipag-ugnayan sa mga mensahe ng kampanya, at kung ang kampanya ay nag-aaghat ng positibong pagbabago sa kanilang mga limitasyon.",war-tgl,train,war,tgl,alpaca
"Naghahatag hira hin pagkamabag-o ngan kasayon, tungod kay an mga estudyante in makakatambong hin klase tikang ha bisan diin nga lugar nga mayda koneksyon ha internet.","Nagbibigay sila ng kaginhawahan at kasiyahan, sapagkat ang mga mag-aaral ay maaaring dumalo sa klase mula sa kahit saan na lugar na may koneksyon sa internet.",war-tgl,train,war,tgl,alpaca
Modelo han awto: Honda Sibiko .,Modelo ng kotse: Honda Sibiko .,war-tgl,train,war,tgl,alpaca
Ginsubukan Ko Tawagan An Kliyente Kundi Waray Niya Babatuna An Akon Mga Tawag Tikang Kanina.,Sinubukan Kong Tawagan Ang Kliyente Ngunit Hindi Niya Sinasagot Ang Aking Mga Tawag Simula Kanina.,,train,war,tgl,conversational
b. Medyo makuri,b. Medyo makuri,war-tgl,train,war,tgl,alpaca
Mayda gihapon kaupod nga app an Smart Light nga pwede ig-download ha imo smartphone.,Maaari ka ring mag-download ng Smart Light app sa iyong smartphone.,war-tgl,train,war,tgl,alpaca
Liko dapit wala.,Liko sa dapit-kaliwa.,,train,war,tgl,conversational
Ihulagway kon ano an bangin hitsura hito.,Ang larawan ay hindi kung ano ang hitsura ng isang bang.,war-tgl,train,war,tgl,alpaca
hingalimtan ko pagbayad an bill han kuryente kakulop sanglit kinahanglan ko ini asikasuhon yana.,nakalimutan kong bayaran ang bill ng kuryente kahapon kaya kailangan ko itong asikasuhin ngayon.,,train,war,tgl,conversational
Pag-uyag hin mga uyag o mga puzzle: An mga uyag ngan mga puzzle nakakalilipay ngan makakabulig ha pagpahaluag han imo hunahuna.,Paglalaro ng mga laro o puzzle: Ang mga laro at mga puzzle ay masaya at makakatulong sa pagpapalawak ng iyong isip.,war-tgl,train,war,tgl,alpaca
Paghimo hin patigo mahitungod han gawas.,Magtapos ng isang pakikitungo tungkol sa labas.,war-tgl,train,war,tgl,alpaca
ayaw kalimot pagparong han suga ha sala basi makatipig kita ha kuryente.,huwag kalimutang patayin ang ilaw sa sala upang makatipid tayo sa kuryente.,war-tgl,train,war,tgl,alpaca
"Dayalogo: An mga iskrip nasarig gud ha dayalogo basi mapauswag an istorya, maipahayag an mga kinaiya han karakter, ngan maipaabot an importante nga impormasyon.","Dayalogo: Ang mga kasulatan na may malaking kaugnayan sa dialog upang mapaunlad ang kuwento, ipahayag ang mga katangian ng karakter, at maihatid ang mahalagang impormasyon.",war-tgl,train,war,tgl,alpaca
"It is caused by bacteria or viruses, and can be spread from person to person.","Ito ay sanhi ng mga bakterya o mga virus, at maaaring ipasa mula sa isang tao sa ibang tao.",war-tgl,train,war,tgl,alpaca
Diri niya tinuyo nga mabunggo an usa nga sarakyan samtang nag-aatras hiya tikang ha paradahan.,Hindi niya sinasadyang mabangga ang isang sasakyan habang siya ay umaatras mula sa paradahan.,war-tgl,train,war,tgl,alpaca
"9:00 AM: Pagbutang han payong ha baybayon, mga tuwalya, ngan mga lingkuran.","9:00 AM: Paglalagay ng mga panty sa baybayin, mga towel, at mga lingkaran.",war-tgl,train,war,tgl,alpaca
"Interesado ka ba ha teknolohiya, ngan kon oo, ano nga mga bahin hito","Maging interesado sa teknolohiya, at kung hindi, ano ang mga bahagi nito",war-tgl,train,war,tgl,alpaca
"Samtang an sakit ha kabaraka naiiba ha depresyon, agsob nga magkaupod ito ngan may-ada pipira nga komon nga sintomas ngan mga paagi han pagtambal.","Habang ang sakit sa pag-iisip ay naiiba sa depresyon, kadalasang magkasama ito at may ilang karaniwang sintomas at mga pamamaraan ng paggamot.",war-tgl,train,war,tgl,alpaca
"An tiagi, paparaon","Ang nakaraan, papawiin",,train,war,tgl,conversational
Kadi Dapit Didto.,Halika Roon Sa Dapit Na Iyon.,,train,war,tgl,conversational
"An protagonist han Romeo and Juliet nga hi Romeo mismo in pwede unta magbag-o han istorya ha pira nga pamaagi pinaagi hin iba-iba nga mga buhat, pamatasan ngan mga desisyon","Ang protagonist ng Romeo at Juliet na si Romeo mismo ay maaaring magbago sa kuwento sa iba't ibang paraan sa pamamagitan ng iba't ibang mga kilos, mga ugali at mga desisyon",war-tgl,train,war,tgl,alpaca
4) Negosasyon pankamurayawan: Kinahanglan umabot ha lamesa han negosasyon an duha nga panig ngan makigbahin hin konstruktibo nga dayalogo para makabiling hin mamurayaw nga solusyon.,4) Negosasyon pankamurayawan: Kailangan ang isang panata sa mesa ng negosasyon ng dalawang panig at ang pagkilos sa isang konstruktibong pakikipag-usap upang makahanap ng isang solusyon.,war-tgl,train,war,tgl,alpaca
Ayaw palabya an tsansa nga maporma an imo kalibutan - himoa nga batasan an pagpabilin nga nahibabaro.,Huwag mong gamitin ang pagkakataon na ito upang maging katulad ng mga tao sa mundo - gawin mo ang mga bagay na alam mo.,war-tgl,train,war,tgl,alpaca
"Titulo: ""Ungol han Kaisog"".","Titulo: ""Ungol han Kaisog"".",war-tgl,train,war,tgl,alpaca
"An batan-on nga mga lalaki nabaya ha panon kon naabot na hira ha pagkatin-edyer, samtang an mga babaye may tendensya nga magpabilin kaupod han grupo han pamilya ha bug-os nga kinabuhi.","Ang mga batang lalaki ay nag-iisa sa pamilya kapag sila ay dumating sa kanilang mga tinedyer, habang ang mga babae ay maaaring mag-iisa sa pamilya sa buong buhay.",war-tgl,train,war,tgl,alpaca
"Hataas nga pagpamalandong: An bulawan in dako an pagpamalandong, salit epektibo gud ini ha pagpamalandong han infrared nga radyasyon, salit mapulsanon ini ha mga taming han kapaso ngan iba pa nga aplikasyon","Pag-iilaw at pag-iilaw: Ang pag-iilaw ay isang uri ng pag-iilaw, na napaka-epektibo sa pag-iilaw ng infrared radiation, na mahalaga sa mga pag-iilaw ng kapasidad at iba pang mga aplikasyon",war-tgl,train,war,tgl,alpaca
An pinakaimportante nga konsepto nga gin-unabi hini nga seksyon amo an komunikasyon kon nagtatrabaho ha mga grupo.,Ang pinakamahalagang konsepto na isasaalang-alang sa seksyong ito ay ang komunikasyon sa mga nagtatrabaho grupo.,war-tgl,train,war,tgl,alpaca
diri gud hiya napapoy pagbaktas ha bukid basi la makakuha hin mga presko nga prutas,hindi talaga siya napapagod maglakad sa bundok para lang makakuha ng mga preskong prutas,,train,war,tgl,conversational
"Kilalaha kun diin yana naeksister an mga silo hin datos ha sakob han iyo organisasyon, ngan an mga klase hin datos nga ginbubulag.","Sa bawat lugar na may mga silo ng data sa loob ng isang organisasyon, ang mga klase ng data ay maaaring maging isang grupo.",war-tgl,train,war,tgl,alpaca
"Kamahal Na Man Hini Nga Mga Pamaliton Yana, Kinahanglan Gud Naton Magtipig Ha Aton Adlaw-Adlaw Nga Badyet.","Napakamahal Na Naman Nitong Mga Bilihin Ngayon, Kailangan Talaga Nating Magtipid Sa Ating Pang-Araw-Araw Na Badyet.",,train,war,tgl,conversational
"Samtang ini mahimo magin positibo nga butang, may-ada pipira nga mga disbentaha, liwat","Habang ito ay maaaring maging isang positibong bagay, maaaring may ilang mga disadvantages, din",war-tgl,train,war,tgl,alpaca
gindara hiya madagmit ha dentista tungod han hitaas gud nga ul-ol nga iya gin-aantos tikang pa han nakalabay nga gab-i.,dinala siya nang mabilis sa dentista dahil sa napakatinding sakit na kanyang tinitiis simula pa noong nakaraang gabi.,,train,war,tgl,conversational
Ano an mayda yana?,Anong mayroon ngayon?,,train,war,tgl,alpaca
Isaysay kon kay ano nga pipilion han usa nga kompanya an modelo han pag-anunsyo nga may bayad ha kada pag-klik.,Ito ay isang pag-aaral kung paano ang isang kumpanya ay pipiliin ang isang modelo ng ad na maaaring magbayad sa bawat pag-click.,war-tgl,train,war,tgl,alpaca
"Para han mga disenyo han logo, an freelancer in pwede magsukot hin $200 - $800 kada disenyo, nga nagriresulta hin kabug-usan nga gastos nga $400 - $1600.","Para sa mga disenyo ng logo, ang isang freelancer sa isang buwan ay maaaring magastos ng $200 - $800 bawat disenyo, na nagreresulta sa kabuuang gastos ng $400 - $1600.",war-tgl,train,war,tgl,alpaca
Ano an imo paghatag hin grado ha imo relasyon ha imo mga kapamilya ngan suok nga kasangkayan?,Ano ang iyong itatalaga sa iyong relasyon sa iyong mga pamilya at mga kaibigan?,war-tgl,train,war,tgl,alpaca
Limpyohi an tabla: Tikangi pinaagi hin pagpunas han tabla para masiguro nga waray ini tapotapo o mga basura.,Limpyohi an tabla: Lumapit sa pamamagitan ng pag-aayos ng mga tabla upang matiyak na walang alikabok o basura.,war-tgl,train,war,tgl,alpaca
1 ka tasa nga mga tipak han mangga .,1 tasa ng mga tiktik ng mangga .,war-tgl,train,war,tgl,alpaca
"Mahimo ini makadaot ha mga linarang ha dagat, upod na an mga korales, mga kinhason, ngan iba pa nga mga linarang nga nasarig ha delikado nga pagkatimbang han asido ha kadagatan basi mabuhi","Ito ay maaaring maging mapanganib sa mga organismang pang-dagat, kabilang ang mga korales, kinshons, at iba pang mga organism na umaasa sa malubhang acid balance ng mga karagatan upang mabuhay",war-tgl,train,war,tgl,alpaca
Ihulagway an panguna nga papel han pagsubay han kontak ha paglimitar han pagsarang han sakit.,Ilarawan ang pangunahing papel ng pag-uuri ng mga kontak at paglimitir ng pag-aari ng sakit.,war-tgl,train,war,tgl,alpaca
"domain name system (dns) lookup: sunod, an imo browser in nagbubuhat hin dns lookup para bilngon an ip address han server nga nagkakapot han website.","domain name system (dns) lookup: sunod, isang browser sa internet na gumagawa ng dns lookup para sa paghahanap ng isang ip address ng server at pag-access sa website.",war-tgl,train,war,tgl,alpaca
ini nga mga koneksyon in pwede magdara hin bag-o nga mga higayon ngan mga pakig-usa.,ang mga koneksyon na ito ay maaaring magdulot ng mga bagong pagkakataon at pakikipag-ugnayan.,war-tgl,train,war,tgl,alpaca
"Dugang pa, an demokrasya nagpapauswag han pagpanalipod han mga kagawasan ngan katungod han tagsa nga tawo.","Karagdagan pa, ang demokrasya ay nagpapahusay sa proteksyon ng mga kalayaan at karapatan ng bawat tao.",war-tgl,train,war,tgl,alpaca
Gamita an mga pag-analisar nga matatag-an ha paghimo hin modelo han pagbahin-bahin han kustomer.,Gumamit ng mga pag-aaral ng mga pag-aayos upang gumawa ng modelo ng mga bahagi ng mga customer.,war-tgl,train,war,tgl,alpaca
nagamit ako hin lima ka libra kada butkon kon ginbubuhat ko an akon lateral raises.,gumagamit ako ng limang libra bawat braso kapag ginagawa ko ang aking lateral raises.,,train,war,tgl,conversational
Nakakalipay Gud Makakita Hin Mga Karaan Nga Sangkay Utro Kahuman Han Pira Ka Tuig Nga Waray Pag-Istorya.,Nakakatuwa Talagang Makakita Ng Mga Lumang Kaibigan Muli Matapos Ang Ilang Taon Na Walang Usapan.,,train,war,tgl,conversational
"Ginlanat han daku nga itom nga ayam an kartero, nga nagdudul-ong hin surat, ha kahigrani nga lugar.","Ang mga ito ay inilaan sa mga lugar na ito bilang mga kartero, na may mga nag-uulat ng mga sulat, at mga lugar na malapit sa mga lugar.",war-tgl,train,war,tgl,alpaca
"Ha turno han kada magdudumara, magliligid hira hin duha nga dice","Sa mga oras na ito, hindi ito magdudumara, hindi ito mag-iimbak ng dalawang dice",war-tgl,train,war,tgl,alpaca
hulta la anay ako dida han may gate kay mayda pa ako papapirmahan kan sir didto ha opisina,hintayin mo muna ako riyan sa may gate dahil mayroon pa akong papapirmahan kay sir doon sa opisina,,train,war,tgl,conversational
An pinaka-komon nga alaga hini nga panimalay amo an pusa,Ang pinaka-karaniwang miyembro ng pamilya na ito ay ang pusa,war-tgl,train,war,tgl,alpaca
Iklasipika an masunod komo ehemplo hin idiom .,Iklasisiya an masunod komo halimbawa hin idiom .,war-tgl,train,war,tgl,alpaca
Mas ginpili ko nga ayaw nala magyakan basi malikyan an amon pag-aaway nga duha ha sulod han sarakyan.,Mas pinili kong huwag na lang magsalita upang maiwasan ang pagtatalo naming dalawa sa loob ng sasakyan.,war-tgl,train,war,tgl,alpaca
"Waiter: Maupay nga kulop, pwede ko kuhaon an imo order?","Waiter: Maupay na kulop, pwede ba akong kumuha ng order mo?",war-tgl,train,war,tgl,alpaca
Isaysay an mga prinsipyo ha syensya ha luyo han balangaw ngan kon kay ano nga damu an kolor han mga balangaw.,Ipinaliwanag niya ang mga siyentipikong prinsipyo sa likod ng mga balangaw at kung bakit ang mga balangaw ay nagdudulot ng kulay.,war-tgl,train,war,tgl,alpaca
Paghimo hin lista han lima nga talagsaon nga kinaiya han iginhatag nga hayop.,Gumawa ng isang listahan ng limang kakaiba at kakaiba na katangian ng mga hayop.,war-tgl,train,war,tgl,alpaca
Ano an panahon han mga eklipse?,Ano ang panahon ng mga eklipse?,war-tgl,train,war,tgl,alpaca
Ini nga pwersa han reaksyon tikang ha banig an nagduduso ha tawo tipaigbaw ngadto ha hangin.,Ito ang puwersa ng reaksyon mula sa pag-iwan ng isang tao sa pag-iwan ng tao sa hangin.,war-tgl,train,war,tgl,alpaca
Makaruruyag gud an party para ha akon.,Maging isang malaking party para sa akin.,war-tgl,train,war,tgl,alpaca
Ginkuha niya an mga libro ha estante.,Inilagay niya ang mga libro sa rack.,war-tgl,train,war,tgl,alpaca
ginsubukan niya mag-aplay para hin scholarship kay diri kaya an matrikula,sinubukan niyang mag-apply para sa scholarship dahil hindi kaya ang matrikula,,train,war,tgl,conversational
"dugang pa, an globalisasyon in nagpauswag han pag-angkon hin teknolohiya, hibaro, ngan mga ideya, nga nakabulig pagpauswag han mga suruklan han pagkinabuhi ngan mga resulta han pag-uswag han tawo.","karagdagan pa, ang globalisasyon ay nag-aakma ng pagkakaroon ng teknolohiya, kaalaman, at mga ideya, na maaaring makatulong sa pagpapabuti ng mga pamantayan sa pamumuhay at mga resulta ng pag-unlad ng tao.",war-tgl,train,war,tgl,alpaca
pag-usisa hin mga pamaagi para madugangan an panginahanglan para matagan hin katadungan an pagpadamo han produksyon.,paggamit ng mga pamamaraan upang madagdagan ang pangangailangan upang mapalaganap ang katatagan at pag-iwas sa produksyon.,war-tgl,train,war,tgl,alpaca
"Ha usa nga bahin, an serbisyo ha kustomer nga nakabase ha AI in makakagdara hin mas madagmit nga pagsolbar han mga pakiana han kustomer ngan mas eksakto nga mga baton.","Sa kabilang banda, ang AI-based customer service ay maaaring magbigay ng mas malaking kadalian sa paglutas ng mga pakete ng customer at mas tumpak na mga bata.",war-tgl,train,war,tgl,alpaca
"Waray na kita kape, alayon pagpalit didto ha tindahan ni Mana Rosa.","Wala na tayong kape, paki-bili doon sa tindahan ni Aling Rosa.",war-tgl,train,war,tgl,alpaca
"hadto nga panahon, mayda gutiay nga bata nga babaye nga hi lila.","noong panahong iyon, may-ari ako ng isang batang babae na nagngangalang lila.",war-tgl,train,war,tgl,alpaca
Gintagan hin dako nga diskwento ha eskwelahan an mga bata nga nakakuha hin hitaas nga marka ha entri exam.,Binigyan ng malaking diskwento sa paaralan ang mga batang nakakuha ng mataas na marka sa entry exam.,war-tgl,train,war,tgl,alpaca
"Tungod kay puno hin kalipay ngan determinasyon, waray kakapoy nga nagtrabaho hi Emma ha pagtirok hin dugang nga impormasyon mahitungod hinin misteryoso nga bag-o nga planeta.","Dahil sa kanyang labis na kagalakan at determinasyon, walang-pag-aalinlangan na nag-aalaga si Emma sa paghahanap ng karagdagang impormasyon tungkol sa misteryosong planetang ito.",war-tgl,train,war,tgl,alpaca
"kon an mamumulong malampuson nga iginpadis ha imo aparato, sadang mo makita an mensahe han kumpirmasyon ha iskrin.","kung ang isang mahusay na tagapagsalita ay naka-install sa iyong aparato, dapat mong makita ang isang mensahe ng kumpirmasyon sa screen.",war-tgl,train,war,tgl,alpaca
"Pagsunod: Kahuman han pagsolbar han isyu, kinahanglanon nga magsunod ha kustomer para masiguro nga kontento hira han resulta.","Pag-follow-up: Bago malutas ang isyu, kinakailangan na mag-follow-up sa mga customer upang matiyak na sila ay nasisiyahan sa resulta.",war-tgl,train,war,tgl,alpaca
Karuyag ko tilawan an sikat nga pagkaon dinhi ha iyo bungto san-o ako bumalik ha amon probinsya.,Gusto kong matikman ang sikat na pagkain dito sa inyong bayan bago ako bumalik sa aming probinsya.,war-tgl,train,war,tgl,alpaca
"C-3PO, gindudumara ni Anthony Daniels
11","C-3PO, na pinamumunuan ni Anthony Daniels 11",war-tgl,train,war,tgl,alpaca
